condition1,condition2,condition3,ppmi,count
ASTHMA,DIABETES_TYPE1,DIABETES_TYPE1,3.5120580336489304,201.0
ASTHMA,DIABETES_TYPE1,HYPERTENSION,0.0,42.0
ASTHMA,DIABETES_TYPE1,CORONARY_HEART_DISEASE,0.0,5.0
ASTHMA,DIABETES_TYPE1,MYOCARDIAL_INFARCTION,0.01894188221259459,10.0
ASTHMA,DIABETES_TYPE1,TIA,0.19273193479926481,4.0
ASTHMA,DIABETES_TYPE1,STROKE,0.10303143651547177,3.0
ASTHMA,DIABETES_TYPE1,CKD_STAGE1,0.0,8.0
ASTHMA,DIABETES_TYPE1,CKD_STAGE3,0.0,19.0
ASTHMA,DIABETES_TYPE1,DEPRESSION,0.0,56.0
ASTHMA,DIABETES_TYPE1,SEVERE_MENTAL_ILLNESS,0.0,6.0
ASTHMA,DIABETES_TYPE1,CANCER,0.0,7.0
ASTHMA,DIABETES_TYPE1,DEMENTIA,0.5337968860027836,1.0
ASTHMA,DIABETES_TYPE1,ATRIAL_FIBRILLATION,0.0,2.0
ASTHMA,DIABETES_TYPE1,PALLIATIVE_CARE,0.26421135831119996,2.0
ASTHMA,DIABETES_TYPE1,HEART_FAILURE,0.17690671856676296,9.0
ASTHMA,HYPERTENSION,ASTHMA,0.870652410804371,7109.0
ASTHMA,HYPERTENSION,COPD,0.04513049200691948,458.0
ASTHMA,HYPERTENSION,DIABETES_TYPE2,0.0,2010.0
ASTHMA,HYPERTENSION,DIABETES_TYPE1,0.0,42.0
ASTHMA,HYPERTENSION,HYPERTENSION,0.24867413099618518,7109.0
ASTHMA,HYPERTENSION,CORONARY_HEART_DISEASE,0.0,234.0
ASTHMA,HYPERTENSION,MYOCARDIAL_INFARCTION,0.0,132.0
ASTHMA,HYPERTENSION,TIA,0.0,64.0
ASTHMA,HYPERTENSION,STROKE,0.0,29.0
ASTHMA,HYPERTENSION,CKD_STAGE1,0.0,177.0
ASTHMA,HYPERTENSION,CKD_STAGE3,0.0,506.0
ASTHMA,HYPERTENSION,DEPRESSION,0.0,1271.0
ASTHMA,HYPERTENSION,SEVERE_MENTAL_ILLNESS,0.0,195.0
ASTHMA,HYPERTENSION,CANCER,0.0,187.0
ASTHMA,HYPERTENSION,DEMENTIA,0.0,6.0
ASTHMA,HYPERTENSION,ATRIAL_FIBRILLATION,0.0,111.0
ASTHMA,HYPERTENSION,PALLIATIVE_CARE,0.0,17.0
ASTHMA,HYPERTENSION,HEART_FAILURE,0.0,138.0
ASTHMA,CORONARY_HEART_DISEASE,ASTHMA,1.0235459409382368,588.0
ASTHMA,CORONARY_HEART_DISEASE,COPD,0.9455709538050204,80.0
ASTHMA,CORONARY_HEART_DISEASE,DIABETES_TYPE2,0.0,232.0
ASTHMA,CORONARY_HEART_DISEASE,DIABETES_TYPE1,0.0,5.0
ASTHMA,CORONARY_HEART_DISEASE,HYPERTENSION,0.0,234.0
ASTHMA,CORONARY_HEART_DISEASE,CORONARY_HEART_DISEASE,3.046850368507377,588.0
ASTHMA,CORONARY_HEART_DISEASE,MYOCARDIAL_INFARCTION,2.1060945372385667,174.0
ASTHMA,CORONARY_HEART_DISEASE,TIA,0.11656358024669847,8.0
ASTHMA,CORONARY_HEART_DISEASE,STROKE,0.0,4.0
ASTHMA,CORONARY_HEART_DISEASE,CKD_STAGE1,0.0,18.0
ASTHMA,CORONARY_HEART_DISEASE,CKD_STAGE3,0.0,61.0
ASTHMA,CORONARY_HEART_DISEASE,DEPRESSION,0.0,153.0
ASTHMA,CORONARY_HEART_DISEASE,SEVERE_MENTAL_ILLNESS,0.0,22.0
ASTHMA,CORONARY_HEART_DISEASE,CANCER,0.0,21.0
ASTHMA,CORONARY_HEART_DISEASE,DEMENTIA,0.45763838528918677,2.0
ASTHMA,CORONARY_HEART_DISEASE,ATRIAL_FIBRILLATION,0.3507286229097847,22.0
ASTHMA,CORONARY_HEART_DISEASE,PALLIATIVE_CARE,0.0,2.0
ASTHMA,CORONARY_HEART_DISEASE,HEART_FAILURE,0.9239372833509258,41.0
ASTHMA,MYOCARDIAL_INFARCTION,ASTHMA,0.7873661688831556,352.0
ASTHMA,MYOCARDIAL_INFARCTION,COPD,0.4513783528667873,37.0
ASTHMA,MYOCARDIAL_INFARCTION,DIABETES_TYPE2,0.0,130.0
ASTHMA,MYOCARDIAL_INFARCTION,DIABETES_TYPE1,0.018941882212594807,10.0
ASTHMA,MYOCARDIAL_INFARCTION,HYPERTENSION,0.0,132.0
ASTHMA,MYOCARDIAL_INFARCTION,CORONARY_HEART_DISEASE,2.106094537238567,174.0
ASTHMA,MYOCARDIAL_INFARCTION,MYOCARDIAL_INFARCTION,3.0875859544662596,352.0
ASTHMA,MYOCARDIAL_INFARCTION,TIA,0.25994749399734285,7.0
ASTHMA,MYOCARDIAL_INFARCTION,STROKE,0.0,1.0
ASTHMA,MYOCARDIAL_INFARCTION,CKD_STAGE1,0.0,5.0
ASTHMA,MYOCARDIAL_INFARCTION,CKD_STAGE3,0.0,38.0
ASTHMA,MYOCARDIAL_INFARCTION,DEPRESSION,0.0,76.0
ASTHMA,MYOCARDIAL_INFARCTION,SEVERE_MENTAL_ILLNESS,0.0,13.0
ASTHMA,MYOCARDIAL_INFARCTION,CANCER,0.0,9.0
ASTHMA,MYOCARDIAL_INFARCTION,DEMENTIA,0.7345478153597266,2.0
ASTHMA,MYOCARDIAL_INFARCTION,ATRIAL_FIBRILLATION,0.24465239665793956,15.0
ASTHMA,MYOCARDIAL_INFARCTION,PALLIATIVE_CARE,0.4649581139755677,4.0
ASTHMA,MYOCARDIAL_INFARCTION,HEART_FAILURE,1.293943148075085,45.0
ASTHMA,TIA,ASTHMA,1.1613113474317491,172.0
ASTHMA,TIA,COPD,0.4954910340448037,13.0
ASTHMA,TIA,DIABETES_TYPE2,0.0,56.0
ASTHMA,TIA,DIABETES_TYPE1,0.192731934799265,4.0
ASTHMA,TIA,HYPERTENSION,0.0,64.0
ASTHMA,TIA,CORONARY_HEART_DISEASE,0.11656358024669847,8.0
ASTHMA,TIA,MYOCARDIAL_INFARCTION,0.25994749399734285,7.0
ASTHMA,TIA,TIA,4.551600818973139,172.0
ASTHMA,TIA,STROKE,2.3101361139629266,15.0
ASTHMA,TIA,CKD_STAGE1,0.0,5.0
ASTHMA,TIA,CKD_STAGE3,0.04446928954764248,17.0
ASTHMA,TIA,DEPRESSION,0.0,30.0
ASTHMA,TIA,SEVERE_MENTAL_ILLNESS,0.0,5.0
ASTHMA,TIA,CANCER,0.0,5.0
ASTHMA,TIA,DEMENTIA,1.1314420953421398,1.0
ASTHMA,TIA,ATRIAL_FIBRILLATION,0.7061229933085507,8.0
ASTHMA,TIA,PALLIATIVE_CARE,0.168744939141958,1.0
ASTHMA,TIA,HEART_FAILURE,0.36912184223592986,6.0
ASTHMA,STROKE,ASTHMA,0.6185173097247834,82.0
ASTHMA,STROKE,COPD,0.07443395645855619,7.0
ASTHMA,STROKE,DIABETES_TYPE2,0.0,17.0
ASTHMA,STROKE,DIABETES_TYPE1,0.10303143651547177,3.0
ASTHMA,STROKE,HYPERTENSION,0.0,29.0
ASTHMA,STROKE,CORONARY_HEART_DISEASE,0.0,4.0
ASTHMA,STROKE,MYOCARDIAL_INFARCTION,0.0,1.0
ASTHMA,STROKE,TIA,2.3101361139629266,15.0
ASTHMA,STROKE,STROKE,4.2067810314852965,82.0
ASTHMA,STROKE,CKD_STAGE1,0.0,1.0
ASTHMA,STROKE,CKD_STAGE3,0.0,9.0
ASTHMA,STROKE,DEPRESSION,0.0,23.0
ASTHMA,STROKE,SEVERE_MENTAL_ILLNESS,0.0,1.0
ASTHMA,STROKE,CANCER,0.0,2.0
ASTHMA,STROKE,DEMENTIA,0.0,0.0
ASTHMA,STROKE,ATRIAL_FIBRILLATION,0.4341010057290692,5.0
ASTHMA,STROKE,PALLIATIVE_CARE,0.0,0.0
ASTHMA,STROKE,HEART_FAILURE,0.3847809092701245,5.0
ASTHMA,CKD_STAGE1,ASTHMA,0.8089489566108958,382.0
ASTHMA,CKD_STAGE1,COPD,0.11245859288315088,28.0
ASTHMA,CKD_STAGE1,DIABETES_TYPE2,0.0,238.0
ASTHMA,CKD_STAGE1,DIABETES_TYPE1,0.0,8.0
ASTHMA,CKD_STAGE1,HYPERTENSION,0.0,177.0
ASTHMA,CKD_STAGE1,CORONARY_HEART_DISEASE,0.0,18.0
ASTHMA,CKD_STAGE1,MYOCARDIAL_INFARCTION,0.0,5.0
ASTHMA,CKD_STAGE1,TIA,0.0,5.0
ASTHMA,CKD_STAGE1,STROKE,0.0,1.0
ASTHMA,CKD_STAGE1,CKD_STAGE1,3.048962268112718,382.0
ASTHMA,CKD_STAGE1,CKD_STAGE3,0.15531173398369683,60.0
ASTHMA,CKD_STAGE1,DEPRESSION,0.0,79.0
ASTHMA,CKD_STAGE1,SEVERE_MENTAL_ILLNESS,0.0,11.0
ASTHMA,CKD_STAGE1,CANCER,0.0,16.0
ASTHMA,CKD_STAGE1,DEMENTIA,0.0,1.0
ASTHMA,CKD_STAGE1,ATRIAL_FIBRILLATION,0.0,6.0
ASTHMA,CKD_STAGE1,PALLIATIVE_CARE,0.0,1.0
ASTHMA,CKD_STAGE1,HEART_FAILURE,0.0,7.0
ASTHMA,CKD_STAGE3,ASTHMA,0.9373467567764443,1232.0
ASTHMA,CKD_STAGE3,COPD,0.3527988136592455,101.0
ASTHMA,CKD_STAGE3,DIABETES_TYPE2,0.0,326.0
ASTHMA,CKD_STAGE3,DIABETES_TYPE1,0.0,19.0
ASTHMA,CKD_STAGE3,HYPERTENSION,0.0,506.0
ASTHMA,CKD_STAGE3,CORONARY_HEART_DISEASE,0.0,61.0
ASTHMA,CKD_STAGE3,MYOCARDIAL_INFARCTION,0.0,38.0
ASTHMA,CKD_STAGE3,TIA,0.04446928954764248,17.0
ASTHMA,CKD_STAGE3,STROKE,0.0,9.0
ASTHMA,CKD_STAGE3,CKD_STAGE1,0.15531173398369683,60.0
ASTHMA,CKD_STAGE3,CKD_STAGE3,2.134785443488404,1232.0
ASTHMA,CKD_STAGE3,DEPRESSION,0.0,214.0
ASTHMA,CKD_STAGE3,SEVERE_MENTAL_ILLNESS,0.0,40.0
ASTHMA,CKD_STAGE3,CANCER,0.0,76.0
ASTHMA,CKD_STAGE3,DEMENTIA,0.0,2.0
ASTHMA,CKD_STAGE3,ATRIAL_FIBRILLATION,0.0,18.0
ASTHMA,CKD_STAGE3,PALLIATIVE_CARE,0.1731092080341449,9.0
ASTHMA,CKD_STAGE3,HEART_FAILURE,0.6329946698630364,70.0
ASTHMA,DEPRESSION,ASTHMA,1.1646636767676923,7410.0
ASTHMA,DEPRESSION,COPD,0.3042017496620018,461.0
ASTHMA,DEPRESSION,DIABETES_TYPE2,0.0,988.0
ASTHMA,DEPRESSION,DIABETES_TYPE1,0.0,56.0
ASTHMA,DEPRESSION,HYPERTENSION,0.0,1271.0
ASTHMA,DEPRESSION,CORONARY_HEART_DISEASE,0.0,153.0
ASTHMA,DEPRESSION,MYOCARDIAL_INFARCTION,0.0,76.0
ASTHMA,DEPRESSION,TIA,0.0,30.0
ASTHMA,DEPRESSION,STROKE,0.0,23.0
ASTHMA,DEPRESSION,CKD_STAGE1,0.0,79.0
ASTHMA,DEPRESSION,CKD_STAGE3,0.0,214.0
ASTHMA,DEPRESSION,DEPRESSION,0.795227812656168,7410.0
ASTHMA,DEPRESSION,SEVERE_MENTAL_ILLNESS,0.0,360.0
ASTHMA,DEPRESSION,CANCER,0.0,159.0
ASTHMA,DEPRESSION,DEMENTIA,0.0,6.0
ASTHMA,DEPRESSION,ATRIAL_FIBRILLATION,0.0,64.0
ASTHMA,DEPRESSION,PALLIATIVE_CARE,0.0,10.0
ASTHMA,DEPRESSION,HEART_FAILURE,0.0,68.0
ASTHMA,SEVERE_MENTAL_ILLNESS,ASTHMA,1.0029910639768798,1132.0
ASTHMA,SEVERE_MENTAL_ILLNESS,COPD,0.5227044198225724,103.0
ASTHMA,SEVERE_MENTAL_ILLNESS,DIABETES_TYPE2,0.0,242.0
ASTHMA,SEVERE_MENTAL_ILLNESS,DIABETES_TYPE1,0.0,6.0
ASTHMA,SEVERE_MENTAL_ILLNESS,HYPERTENSION,0.0,195.0
ASTHMA,SEVERE_MENTAL_ILLNESS,CORONARY_HEART_DISEASE,0.0,22.0
ASTHMA,SEVERE_MENTAL_ILLNESS,MYOCARDIAL_INFARCTION,0.0,13.0
ASTHMA,SEVERE_MENTAL_ILLNESS,TIA,0.0,5.0
ASTHMA,SEVERE_MENTAL_ILLNESS,STROKE,0.0,1.0
ASTHMA,SEVERE_MENTAL_ILLNESS,CKD_STAGE1,0.0,11.0
ASTHMA,SEVERE_MENTAL_ILLNESS,CKD_STAGE3,0.0,40.0
ASTHMA,SEVERE_MENTAL_ILLNESS,DEPRESSION,0.0,360.0
ASTHMA,SEVERE_MENTAL_ILLNESS,SEVERE_MENTAL_ILLNESS,2.3507268960810674,1132.0
ASTHMA,SEVERE_MENTAL_ILLNESS,CANCER,0.0,27.0
ASTHMA,SEVERE_MENTAL_ILLNESS,DEMENTIA,0.4752199424658931,4.0
ASTHMA,SEVERE_MENTAL_ILLNESS,ATRIAL_FIBRILLATION,0.0,10.0
ASTHMA,SEVERE_MENTAL_ILLNESS,PALLIATIVE_CARE,0.0,4.0
ASTHMA,SEVERE_MENTAL_ILLNESS,HEART_FAILURE,0.0,15.0
ASTHMA,CANCER,ASTHMA,0.7452245828552942,869.0
ASTHMA,CANCER,COPD,0.12871370402444024,69.0
ASTHMA,CANCER,DIABETES_TYPE2,0.0,150.0
ASTHMA,CANCER,DIABETES_TYPE1,0.0,7.0
ASTHMA,CANCER,HYPERTENSION,0.0,187.0
ASTHMA,CANCER,CORONARY_HEART_DISEASE,0.0,21.0
ASTHMA,CANCER,MYOCARDIAL_INFARCTION,0.0,9.0
ASTHMA,CANCER,TIA,0.0,5.0
ASTHMA,CANCER,STROKE,0.0,2.0
ASTHMA,CANCER,CKD_STAGE1,0.0,16.0
ASTHMA,CANCER,CKD_STAGE3,0.0,76.0
ASTHMA,CANCER,DEPRESSION,0.0,159.0
ASTHMA,CANCER,SEVERE_MENTAL_ILLNESS,0.0,27.0
ASTHMA,CANCER,CANCER,2.09959205796403,869.0
ASTHMA,CANCER,DEMENTIA,0.0,2.0
ASTHMA,CANCER,ATRIAL_FIBRILLATION,0.0,16.0
ASTHMA,CANCER,PALLIATIVE_CARE,1.5985467085342207,32.0
ASTHMA,CANCER,HEART_FAILURE,0.0,19.0
ASTHMA,DEMENTIA,ASTHMA,0.22609963772731706,12.0
ASTHMA,DEMENTIA,COPD,0.0,1.0
ASTHMA,DEMENTIA,DIABETES_TYPE2,0.0,4.0
ASTHMA,DEMENTIA,DIABETES_TYPE1,0.5337968860027837,1.0
ASTHMA,DEMENTIA,HYPERTENSION,0.0,6.0
ASTHMA,DEMENTIA,CORONARY_HEART_DISEASE,0.45763838528918677,2.0
ASTHMA,DEMENTIA,MYOCARDIAL_INFARCTION,0.7345478153597266,2.0
ASTHMA,DEMENTIA,TIA,1.1314420953421398,1.0
ASTHMA,DEMENTIA,STROKE,0.0,0.0
ASTHMA,DEMENTIA,CKD_STAGE1,0.0,1.0
ASTHMA,DEMENTIA,CKD_STAGE3,0.0,2.0
ASTHMA,DEMENTIA,DEPRESSION,0.0,6.0
ASTHMA,DEMENTIA,SEVERE_MENTAL_ILLNESS,0.4752199424658931,4.0
ASTHMA,DEMENTIA,CANCER,0.0,2.0
ASTHMA,DEMENTIA,DEMENTIA,5.343326946571204,12.0
ASTHMA,DEMENTIA,ATRIAL_FIBRILLATION,0.35405004758173275,1.0
ASTHMA,DEMENTIA,PALLIATIVE_CARE,2.5891124932081064,2.0
ASTHMA,DEMENTIA,HEART_FAILURE,1.4033262421105248,3.0
ASTHMA,ATRIAL_FIBRILLATION,ASTHMA,0.9599663940902725,306.0
ASTHMA,ATRIAL_FIBRILLATION,COPD,1.0849318202145388,51.0
ASTHMA,ATRIAL_FIBRILLATION,DIABETES_TYPE2,0.0,82.0
ASTHMA,ATRIAL_FIBRILLATION,DIABETES_TYPE1,0.0,2.0
ASTHMA,ATRIAL_FIBRILLATION,HYPERTENSION,0.0,111.0
ASTHMA,ATRIAL_FIBRILLATION,CORONARY_HEART_DISEASE,0.3507286229097847,22.0
ASTHMA,ATRIAL_FIBRILLATION,MYOCARDIAL_INFARCTION,0.24465239665793956,15.0
ASTHMA,ATRIAL_FIBRILLATION,TIA,0.7061229933085507,8.0
ASTHMA,ATRIAL_FIBRILLATION,STROKE,0.4341010057290692,5.0
ASTHMA,ATRIAL_FIBRILLATION,CKD_STAGE1,0.0,6.0
ASTHMA,ATRIAL_FIBRILLATION,CKD_STAGE3,0.0,18.0
ASTHMA,ATRIAL_FIBRILLATION,DEPRESSION,0.0,64.0
ASTHMA,ATRIAL_FIBRILLATION,SEVERE_MENTAL_ILLNESS,0.0,10.0
ASTHMA,ATRIAL_FIBRILLATION,CANCER,0.0,16.0
ASTHMA,ATRIAL_FIBRILLATION,DEMENTIA,0.35405004758173275,1.0
ASTHMA,ATRIAL_FIBRILLATION,ATRIAL_FIBRILLATION,3.572831174683244,306.0
ASTHMA,ATRIAL_FIBRILLATION,PALLIATIVE_CARE,0.08445999327487355,2.0
ASTHMA,ATRIAL_FIBRILLATION,HEART_FAILURE,1.8429773751483847,57.0
ASTHMA,PALLIATIVE_CARE,ASTHMA,0.8727903230559181,60.0
ASTHMA,PALLIATIVE_CARE,COPD,1.3342242427482285,14.0
ASTHMA,PALLIATIVE_CARE,DIABETES_TYPE2,0.0,13.0
ASTHMA,PALLIATIVE_CARE,DIABETES_TYPE1,0.26421135831119996,2.0
ASTHMA,PALLIATIVE_CARE,HYPERTENSION,0.0,17.0
ASTHMA,PALLIATIVE_CARE,CORONARY_HEART_DISEASE,0.0,2.0
ASTHMA,PALLIATIVE_CARE,MYOCARDIAL_INFARCTION,0.4649581139755677,4.0
ASTHMA,PALLIATIVE_CARE,TIA,0.16874493914195782,1.0
ASTHMA,PALLIATIVE_CARE,STROKE,0.0,0.0
ASTHMA,PALLIATIVE_CARE,CKD_STAGE1,0.0,1.0
ASTHMA,PALLIATIVE_CARE,CKD_STAGE3,0.1731092080341449,9.0
ASTHMA,PALLIATIVE_CARE,DEPRESSION,0.0,10.0
ASTHMA,PALLIATIVE_CARE,SEVERE_MENTAL_ILLNESS,0.0,4.0
ASTHMA,PALLIATIVE_CARE,CANCER,1.5985467085342207,32.0
ASTHMA,PALLIATIVE_CARE,DEMENTIA,2.5891124932081064,2.0
ASTHMA,PALLIATIVE_CARE,ATRIAL_FIBRILLATION,0.08445999327487355,2.0
ASTHMA,PALLIATIVE_CARE,PALLIATIVE_CARE,5.027657525825739,60.0
ASTHMA,PALLIATIVE_CARE,HEART_FAILURE,1.9069313272174224,13.0
ASTHMA,HEART_FAILURE,ASTHMA,1.0277024665995003,344.0
ASTHMA,HEART_FAILURE,COPD,1.2781729358310228,65.0
ASTHMA,HEART_FAILURE,DIABETES_TYPE2,0.0,116.0
ASTHMA,HEART_FAILURE,DIABETES_TYPE1,0.17690671856676315,9.0
ASTHMA,HEART_FAILURE,HYPERTENSION,0.0,138.0
ASTHMA,HEART_FAILURE,CORONARY_HEART_DISEASE,0.9239372833509258,41.0
ASTHMA,HEART_FAILURE,MYOCARDIAL_INFARCTION,1.2939431480750847,45.0
ASTHMA,HEART_FAILURE,TIA,0.36912184223592986,6.0
ASTHMA,HEART_FAILURE,STROKE,0.3847809092701245,5.0
ASTHMA,HEART_FAILURE,CKD_STAGE1,0.0,7.0
ASTHMA,HEART_FAILURE,CKD_STAGE3,0.6329946698630364,70.0
ASTHMA,HEART_FAILURE,DEPRESSION,0.0,68.0
ASTHMA,HEART_FAILURE,SEVERE_MENTAL_ILLNESS,0.0,15.0
ASTHMA,HEART_FAILURE,CANCER,0.0,19.0
ASTHMA,HEART_FAILURE,DEMENTIA,1.4033262421105246,3.0
ASTHMA,HEART_FAILURE,ATRIAL_FIBRILLATION,1.8429773751483847,57.0
ASTHMA,HEART_FAILURE,PALLIATIVE_CARE,1.9069313272174224,13.0
ASTHMA,HEART_FAILURE,HEART_FAILURE,3.5912470376202874,344.0
COPD,ASTHMA,ASTHMA,2.0707194925971053,1864.0
COPD,ASTHMA,COPD,3.9874446092468636,1864.0
COPD,ASTHMA,DIABETES_TYPE2,0.019738920540955295,388.0
COPD,ASTHMA,DIABETES_TYPE1,0.0,9.0
COPD,ASTHMA,HYPERTENSION,0.04513049200691948,458.0
COPD,ASTHMA,CORONARY_HEART_DISEASE,0.9455709538050204,80.0
COPD,ASTHMA,MYOCARDIAL_INFARCTION,0.4513783528667871,37.0
COPD,ASTHMA,TIA,0.49549103404480355,13.0
COPD,ASTHMA,STROKE,0.07443395645855619,7.0
COPD,ASTHMA,CKD_STAGE1,0.11245859288315088,28.0
COPD,ASTHMA,CKD_STAGE3,0.3527988136592455,101.0
COPD,ASTHMA,DEPRESSION,0.3042017496620018,461.0
COPD,ASTHMA,SEVERE_MENTAL_ILLNESS,0.5227044198225722,103.0
COPD,ASTHMA,CANCER,0.12871370402444024,69.0
COPD,ASTHMA,DEMENTIA,0.0,1.0
COPD,ASTHMA,ATRIAL_FIBRILLATION,1.0849318202145388,51.0
COPD,ASTHMA,PALLIATIVE_CARE,1.3342242427482285,14.0
COPD,ASTHMA,HEART_FAILURE,1.2781729358310228,65.0
COPD,COPD,ASTHMA,3.9874446092468636,1864.0
COPD,COPD,COPD,7.230631742769991,7023.0
COPD,COPD,DIABETES_TYPE2,3.100741988873613,1243.0
COPD,COPD,DIABETES_TYPE1,2.6168715185034297,29.0
COPD,COPD,HYPERTENSION,3.168009697204012,1530.0
COPD,COPD,CORONARY_HEART_DISEASE,4.229657952471267,314.0
COPD,COPD,MYOCARDIAL_INFARCTION,3.977535037749576,185.0
COPD,COPD,TIA,3.8175387279637674,53.0
COPD,COPD,STROKE,3.7828927883152823,42.0
COPD,COPD,CKD_STAGE1,3.331702104307882,103.0
COPD,COPD,CKD_STAGE3,3.5236986534609547,354.0
COPD,COPD,DEPRESSION,3.422510861482286,1533.0
COPD,COPD,SEVERE_MENTAL_ILLNESS,3.6683297103126615,352.0
COPD,COPD,CANCER,3.4880839787024054,292.0
COPD,COPD,DEMENTIA,3.972416678107448,11.0
COPD,COPD,ATRIAL_FIBRILLATION,4.2346087778033485,175.0
COPD,COPD,PALLIATIVE_CARE,4.706194760553113,60.0
COPD,COPD,HEART_FAILURE,4.561766313519456,255.0
COPD,DIABETES_TYPE2,ASTHMA,0.019738920540955295,388.0
COPD,DIABETES_TYPE2,COPD,3.100741988873613,1243.0
COPD,DIABETES_TYPE2,DIABETES_TYPE2,0.7025106402429069,1243.0
COPD,DIABETES_TYPE2,DIABETES_TYPE1,0.0,12.0
COPD,DIABETES_TYPE2,HYPERTENSION,0.0,476.0
COPD,DIABETES_TYPE2,CORONARY_HEART_DISEASE,0.9103522477975834,125.0
COPD,DIABETES_TYPE2,MYOCARDIAL_INFARCTION,0.6494139447165201,73.0
COPD,DIABETES_TYPE2,TIA,0.013986281160730913,13.0
COPD,DIABETES_TYPE2,STROKE,0.4802304810275895,17.0
COPD,DIABETES_TYPE2,CKD_STAGE1,0.5034405459912854,67.0
COPD,DIABETES_TYPE2,CKD_STAGE3,0.0,113.0
COPD,DIABETES_TYPE2,DEPRESSION,0.0,275.0
COPD,DIABETES_TYPE2,SEVERE_MENTAL_ILLNESS,0.0,93.0
COPD,DIABETES_TYPE2,CANCER,0.0,46.0
