covariate,coefficient,p_value,OR,CI_lower,CI_upper,pdc_col,model,covariates
C(imd)[T.2.0],0.0802675246393898,0.21195373750685975,1.0835769124256716,0.9552616376260283,1.2291281036469408,overall_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
C(imd)[T.3.0],0.1571056366129344,0.01469492569551847,1.1701192148029895,1.0313809145575392,1.3275201795241096,overall_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
C(imd)[T.4.0],0.25095691563529277,0.00020837023975374755,1.2852547087556794,1.125615444345691,1.4675346493125523,overall_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
C(imd)[T.5.0],0.36394930254303787,7.76101635331199e-07,1.4390012586043548,1.2455640890435995,1.6624793862312723,overall_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
C(imd)[T.6.0],0.5230043220435738,1.573026622408022e-11,1.6870886010019004,1.4490951824251328,1.964169077470245,overall_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
C(imd)[T.7.0],0.7039264625589685,4.0622123262400615e-15,2.021675175538042,1.6959435682218706,2.409968463556844,overall_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
C(imd)[T.8.0],0.881985297974373,7.366279654701865e-17,2.415690815036252,1.9635163461549912,2.9719956878779543,overall_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
C(imd)[T.9.0],0.6829193169567693,5.466183991121966e-10,1.979648526254739,1.5955366363779968,2.456232090288469,overall_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
C(drug_class)[T.Angiotensin-converting enzyme inhibitors],-0.14051666875560587,5.491669178863751e-06,0.868909181177279,0.8178212774330007,0.9231884593465134,overall_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
C(drug_class)[T.Antihistamines],0.42874532788932407,3.113288597327363e-19,1.5353299788776908,1.3979507750087683,1.686209690770968,overall_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
C(drug_class)[T.Beta-adrenoceptor blocking drugs],0.1760275214811791,5.6183969854391555e-08,1.1924708767638572,1.1190683635617658,1.2706880457276706,overall_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
C(drug_class)[T.Biguanides],-0.3539868425457534,1.693698045519496e-35,0.7018842023039179,0.6637946604228416,0.7421593797244336,overall_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
C(drug_class)[T.Lipid-regulating drugs],-0.1960841045063458,2.1913062192603716e-09,0.821943102652177,0.7708052026601835,0.8764736689190814,overall_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
C(drug_class)[T.Proton pump inhibitors],0.22311239161031454,2.695318982469123e-14,1.249961050976954,1.1801787695785924,1.3238694587916546,overall_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
overall_inclusive_pdc,0.5246258509173186,5.497201490736811e-54,1.689826483058489,1.581162473454599,1.8059583317879786,overall_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
age_at_start,0.025792134951791064,5.92304013541581e-181,1.02612763023418,1.0243208555539038,1.0279375918404352,overall_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
Intercept,-1.4083486284621898,1.5889854123443733e-51,0.2445467874984823,0.20369414770423735,0.2935927808915828,overall_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
C(gender)[T.Male],-0.10959235186445795,1.6220153827275727e-05,0.8961993948551676,0.8526443843373417,0.9419792941731261,overall_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
C(ethnicity)[T.Any other Asian background],-0.10685726986707715,0.11966093934258695,0.8986539288318149,0.7854964464276556,1.0281127145483973,overall_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
C(ethnicity)[T.Any other White background],0.2814475701768402,6.608934625152933e-07,1.325046522545433,1.1859123243375265,1.480504292668128,overall_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
C(ethnicity)[T.Any other ethnic group],0.30147371350670044,4.996889643248226e-05,1.3518495792861438,1.1685756943859165,1.5638672734644452,overall_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
C(ethnicity)[T.Bangladeshi],0.17305000002426846,0.0006231819132334328,1.1889255499042473,1.0767154982956229,1.3128295872518538,overall_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
C(ethnicity)[T.British],0.7284967476180645,3.3183932023147267e-49,2.071963581233619,1.8807325793288872,2.2826387595680138,overall_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
C(ethnicity)[T.Caribbean],-0.3460265328757842,4.923418338625481e-09,0.7074937150146055,0.6300455062045242,0.7944622282928893,overall_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
C(ethnicity)[T.Indian],0.03409128667862943,0.5528635663097876,1.0346790548314886,0.9245057619967033,1.157981691963538,overall_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
C(ethnicity)[T.Other],0.13660553085052482,0.019266354934120957,1.1463758494109446,1.0224506815652878,1.285321250019382,overall_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
C(ethnicity)[T.Pakistani],-0.14061810171255787,0.012257001617094981,0.8688210496195072,0.778290316310053,0.9698823182597937,overall_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
C(imd)[T.10.0],0.9488338793763317,7.32966781815895e-06,2.5826961673443565,1.705888711231825,3.910172714607262,overall_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
C(imd)[T.2.0],0.04775500942784657,0.470383142065234,1.0489136498885758,0.9213565869883994,1.1941303296249475,overall_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
C(imd)[T.3.0],0.11895201368193307,0.07261273632174824,1.1263158692400106,0.9891460187019254,1.282507752461736,overall_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
C(imd)[T.4.0],0.2132850975049256,0.002181048859661941,1.2377374768127585,1.079901583187402,1.4186422960738982,overall_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
C(imd)[T.5.0],0.30906893823355525,4.2402847971698316e-05,1.362156271913898,1.1748076320016416,1.5793817290350871,overall_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
C(imd)[T.6.0],0.48175044569584236,1.3399577514385795e-09,1.618905729994208,1.3854218631687059,1.8917384172166283,overall_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
C(imd)[T.7.0],0.6550766633233212,8.952069712274721e-13,1.9252901108570426,1.6086561250074127,2.3042475973209267,overall_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
C(imd)[T.8.0],0.8164632304697522,3.416552111553276e-14,2.262483786706634,1.8319683097379433,2.7941710879499992,overall_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
C(imd)[T.9.0],0.6121377106670078,4.58876408658409e-08,1.844369916820866,1.480919732665047,2.2970187479048207,overall_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
C(drug_class)[T.Angiotensin-converting enzyme inhibitors],-0.11822726108693077,0.00017529244516294762,0.8884941095315205,0.8352840666696097,0.9450937880567275,overall_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
C(drug_class)[T.Antihistamines],0.7275608725334658,4.34307767971002e-48,2.0700253892360116,1.8770298772495557,2.2828646277919638,overall_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
C(drug_class)[T.Beta-adrenoceptor blocking drugs],0.21000064138435964,2.695905300931004e-10,1.2336788512188095,1.1558394415555802,1.3167603156855723,overall_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
C(drug_class)[T.Biguanides],-0.2571210664012282,7.185830351570179e-19,0.7732745905264129,0.7305750700519201,0.8184697464578096,overall_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
C(drug_class)[T.Lipid-regulating drugs],-0.14946134866430796,7.989517142396786e-06,0.861171722813793,0.8064911702659172,0.9195596474162879,overall_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
C(drug_class)[T.Proton pump inhibitors],0.32625554790883843,2.661882482454944e-27,1.3857694541141172,1.306270664875258,1.470106488335725,overall_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
overall_exclusive_pdc,2.771542479968326,0.0,15.983268877586667,14.668481245990066,17.415905554848575,overall_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
age_at_start,0.020296149837812794,7.271330419903258e-110,1.0205035172307977,1.0186822469952588,1.0223280436586186,overall_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
Intercept,0.3131169592401418,0.004180821523638393,1.3676814846605971,1.103901668519358,1.6944920882240824,pre_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_pre_exposure_days"
C(gender)[T.Male],-0.08625557687906749,0.00050308458971138,0.9173597453161495,0.8738488509376139,0.9630371447230877,pre_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_pre_exposure_days"
C(ethnicity)[T.Any other Asian background],-0.021429713997337792,0.748900101612029,0.9787982708693848,0.85843235772393,1.1160414055186432,pre_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_pre_exposure_days"
C(ethnicity)[T.Any other White background],0.3691339299653932,2.6269865437999524e-11,1.4464813178952283,1.2977100970804287,1.6123078703996865,pre_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_pre_exposure_days"
C(ethnicity)[T.Any other ethnic group],0.23626317608551892,0.0009365193073235949,1.2665075808179234,1.1011098355924542,1.4567497268846128,pre_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_pre_exposure_days"
C(ethnicity)[T.Bangladeshi],0.3152095038413626,1.8560890895417218e-10,1.3705464156200198,1.243918335741524,1.51006494831442,pre_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_pre_exposure_days"
C(ethnicity)[T.British],0.850633066493905,2.228193579037925e-69,2.3411284728883266,2.1296034139650457,2.5736634767896693,pre_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_pre_exposure_days"
C(ethnicity)[T.Caribbean],-0.3774462829323997,5.1381439835880244e-11,0.6856100295554441,0.6125653200120247,0.7673648789288132,pre_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_pre_exposure_days"
C(ethnicity)[T.Indian],0.12789312800253633,0.02299803961244669,1.136431543497848,1.0177924508773755,1.268899815422682,pre_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_pre_exposure_days"
C(ethnicity)[T.Other],0.1583403898665619,0.005451796769824522,1.1715649156688455,1.0477747702623468,1.3099803417508131,pre_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_pre_exposure_days"
C(ethnicity)[T.Pakistani],-0.04886803384048736,0.3708531088632592,0.9523067936768655,0.8556455204922765,1.0598877777813343,pre_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_pre_exposure_days"
C(imd)[T.10.0],0.9529038142246966,3.758636698580155e-06,2.5932289918942844,1.731563942880354,3.883677892492193,pre_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_pre_exposure_days"
C(imd)[T.2.0],0.07705818890732388,0.22981468609532063,1.0801049246894086,0.9524539223684909,1.2248641335186412,pre_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_pre_exposure_days"
C(imd)[T.3.0],0.15728047001418635,0.014393819279428594,1.1703238086095782,1.03181425220311,1.3274267282836631,pre_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_pre_exposure_days"
C(imd)[T.4.0],0.24089270903952223,0.0003642654598723119,1.2723845126280784,1.1145423548461162,1.4525803716085075,pre_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_pre_exposure_days"
C(imd)[T.5.0],0.34636024641783936,2.4472306471353228e-06,1.4139118807719204,1.224222249002809,1.6329933622889108,pre_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_pre_exposure_days"
C(imd)[T.6.0],0.50247809754258,8.655397638232205e-11,1.652812029385538,1.4200635388004164,1.9237080101283275,pre_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_pre_exposure_days"
C(imd)[T.7.0],0.6737704193186632,5.215763559932256e-14,1.961619523036706,1.6459416316654512,2.3378418038221636,pre_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_pre_exposure_days"
C(imd)[T.8.0],0.860446085098528,3.7256010799168676e-16,2.3642150996365863,1.9221579303219356,2.907936413119532,pre_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_pre_exposure_days"
C(imd)[T.9.0],0.6447537768622847,4.657454937402196e-09,1.9055177889364154,1.5358261003614404,2.3641986831052084,pre_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_pre_exposure_days"
C(drug_class)[T.Angiotensin-converting enzyme inhibitors],-0.13984877835311443,6.259774897015201e-06,0.8694897111236336,0.8183012842694763,0.9238802043733515,pre_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_pre_exposure_days"
C(drug_class)[T.Antihistamines],0.3226919994223459,1.5820381205413626e-11,1.3808399858893554,1.2571620552052214,1.516685186874861,pre_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_pre_exposure_days"
C(drug_class)[T.Beta-adrenoceptor blocking drugs],0.15642641318612346,1.3648573234515032e-06,1.1693247122730441,1.0974080724267892,1.24595427816452,pre_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_pre_exposure_days"
C(drug_class)[T.Biguanides],-0.295470423489138,3.65734284588145e-24,0.7441814246876157,0.7028723727214984,0.7879182826688309,pre_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_pre_exposure_days"
C(drug_class)[T.Lipid-regulating drugs],-0.2376912706457384,7.956765798891711e-13,0.7884460699687874,0.7387917791664149,0.8414376320627659,pre_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_pre_exposure_days"
C(drug_class)[T.Proton pump inhibitors],0.1630422789331442,3.922491043793395e-08,1.177086454595975,1.1105782190186764,1.2475776112533516,pre_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_pre_exposure_days"
pre_inclusive_pdc,0.013253532844675106,0.7561916117066864,1.0133417502108721,0.9320112739377047,1.1017694006876024,pre_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_pre_exposure_days"
age_at_start,0.027314963431277057,2.1511754391654323e-201,1.0276914370156331,1.0258759941955238,1.0295100925365481,pre_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_pre_exposure_days"
total_pre_exposure_days,-0.00017356323565925405,3.8365306156262045e-19,0.9998264518255677,0.9997884146699565,0.9998644904283105,pre_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_pre_exposure_days"
Intercept,-1.5964045086275238,7.290900707840353e-61,0.20262374176319553,0.16754338985885905,0.2450492422333381,pre_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_pre_exposure_days"
C(gender)[T.Male],-0.09515528614599256,0.00015680557579656254,0.9092317324136131,0.8654603774498612,0.9552168588743436,pre_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_pre_exposure_days"
C(ethnicity)[T.Any other Asian background],-0.06697534020235317,0.3236643544629362,0.9352182633455529,0.8187475036355285,1.0682575473041336,pre_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_pre_exposure_days"
C(ethnicity)[T.Any other White background],0.30332666215023735,6.340512329779447e-08,1.3543568092972078,1.2133849676202246,1.5117068497125326,pre_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_pre_exposure_days"
C(ethnicity)[T.Any other ethnic group],0.27025977969030396,0.00022501643785222616,1.3103047970981907,1.1350494280267873,1.5126201722186248,pre_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_pre_exposure_days"
C(ethnicity)[T.Bangladeshi],0.22854353491941573,5.1682338122031085e-06,1.256768237244878,1.1391304024209077,1.386554514558542,pre_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_pre_exposure_days"
C(ethnicity)[T.British],0.7570953559819277,5.800613891675488e-54,2.132074300808871,1.9370312367892983,2.3467565921674916,pre_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_pre_exposure_days"
C(ethnicity)[T.Caribbean],-0.3833202059427351,5.255625230057634e-11,0.6815946136938428,0.607875321989066,0.764254116940143,pre_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_pre_exposure_days"
C(ethnicity)[T.Indian],0.05785099158459981,0.30950683322604333,1.0595571010221116,0.9476964779642693,1.1846211064727719,pre_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_pre_exposure_days"
C(ethnicity)[T.Other],0.13120898057396094,0.02333786261477771,1.1402060373277982,1.0179730941503966,1.2771160800117243,pre_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_pre_exposure_days"
C(ethnicity)[T.Pakistani],-0.10434267130161667,0.060568563084332436,0.9009165262820131,0.8078986245801713,1.0046441009227212,pre_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_pre_exposure_days"
C(imd)[T.10.0],0.9803474025446768,3.6749456043265003e-06,2.665382041611315,1.7598977825161417,4.0367466214924566,pre_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_pre_exposure_days"
C(imd)[T.2.0],0.06771490997784523,0.29928905970499553,1.0700602015028102,0.9416230729572185,1.2160161191082641,pre_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_pre_exposure_days"
C(imd)[T.3.0],0.14078876978563956,0.03124575201635179,1.1511814579949715,1.0127589721727215,1.308523336395008,pre_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_pre_exposure_days"
C(imd)[T.4.0],0.23324478171270738,0.0006867801426305518,1.2626905250506888,1.1036056228671194,1.4447075377439953,pre_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_pre_exposure_days"
C(imd)[T.5.0],0.33054576415809367,9.605623599759254e-06,1.3917274762068892,1.2022152104944936,1.611113676753858,pre_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_pre_exposure_days"
C(imd)[T.6.0],0.4791245146382773,1.0681031511469445e-09,1.6146601718696227,1.3842396719717713,1.8834364622047957,pre_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_pre_exposure_days"
C(imd)[T.7.0],0.6652219951758667,1.9225753892958373e-13,1.944922236769685,1.628942373491327,2.3221954125815087,pre_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_pre_exposure_days"
C(imd)[T.8.0],0.8453234365877238,2.8008336070444545e-15,2.328730889550312,1.8881311020991904,2.8721456629344253,pre_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_pre_exposure_days"
C(imd)[T.9.0],0.6259586075577475,1.957115064177145e-08,1.8700377307932816,1.5030427562340265,2.3266411418345507,pre_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_pre_exposure_days"
C(drug_class)[T.Angiotensin-converting enzyme inhibitors],-0.1256901253890509,5.77301732671276e-05,0.8818880791727738,0.8294920299410602,0.9375937997165641,pre_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_pre_exposure_days"
C(drug_class)[T.Antihistamines],0.5998544124796046,1.027065201339878e-33,1.8218535419421227,1.6531921861973466,2.0077220035268426,pre_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_pre_exposure_days"
C(drug_class)[T.Beta-adrenoceptor blocking drugs],0.20945178037271367,1.9773651365391492e-10,1.2330019187843875,1.155965891734416,1.315171790618256,pre_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_pre_exposure_days"
C(drug_class)[T.Biguanides],-0.2701277302426476,5.208244967432504e-21,0.7632819939158181,0.7215007299303879,0.8074827620650052,pre_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_pre_exposure_days"
C(drug_class)[T.Lipid-regulating drugs],-0.1780917099777282,7.903821728383984e-08,0.8368656710372867,0.7841925588818608,0.8930767621147443,pre_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_pre_exposure_days"
C(drug_class)[T.Proton pump inhibitors],0.2784805602730269,8.947861773268156e-21,1.3211209229163188,1.2461905056866365,1.400556724676371,pre_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_pre_exposure_days"
pre_exclusive_pdc,2.3437398446222306,0.0,10.42013346330956,9.526804614065405,11.397229794434642,pre_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_pre_exposure_days"
age_at_start,0.023706514967770438,6.300336918815547e-153,1.0239897481221845,1.022185168985913,1.0257975130861885,pre_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_pre_exposure_days"
total_pre_exposure_days,0.00030934036924440384,4.9032583088602175e-61,1.0003093882199103,1.0002725932440926,1.0003461845492294,pre_exclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_pre_exposure_days"
Intercept,0.15929162525484664,0.10391218081330514,1.172679879888941,0.9678326500024614,1.4208841794011016,post_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_post_exposure_days"
C(gender)[T.Male],-0.08672013453051954,0.0004716335681720535,0.9169336778014534,0.8734250732978324,0.9626096103607085,post_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_post_exposure_days"
C(ethnicity)[T.Any other Asian background],-0.028636240524885663,0.6689536436602139,0.9717698906870077,0.8522297062260917,1.1080776855662806,post_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_post_exposure_days"
C(ethnicity)[T.Any other White background],0.3623753066656985,6.196034061017297e-11,1.4367380581571618,1.2888595590582022,1.6015835342568896,post_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_post_exposure_days"
C(ethnicity)[T.Any other ethnic group],0.24260470271168616,0.0006889765773723116,1.2745646925568834,1.1079401991904332,1.4662480490369865,post_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_post_exposure_days"
C(ethnicity)[T.Bangladeshi],0.3095855718116977,4.0298226929068406e-10,1.3628601894006942,1.2368228240916725,1.5017412839364188,post_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_post_exposure_days"
C(ethnicity)[T.British],0.8507008479086352,2.2805197778631514e-69,2.3412871632663528,2.1297166378701258,2.5738755491706335,post_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_post_exposure_days"
C(ethnicity)[T.Caribbean],-0.370466276586666,1.2284390344448602e-10,0.6904123324673098,0.6167516753939152,0.7728705212166723,post_inclusive_pdc,multilevel_adjusted,"gender, ethnicity, imd, drug_class, age_at_start, total_post_exposure_days"
