covariate,coefficient,p_value,OR,CI_lower,CI_upper,pdc_col,model,covariates
ethnicity[T.Any other ethnic group],0.315337158561285,1.630226534749337e-17,1.370721383506347,1.2747816634384037,1.4738815007220567,overall_exclusive_pdc,adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
ethnicity[T.Any other mixed background],0.1524886590047474,0.04434488559528593,1.1647292528307844,1.0038637749472312,1.3513728319074643,overall_exclusive_pdc,adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
ethnicity[T.Bangladeshi],0.3450211962886433,7.793452989930055e-44,1.4120198489307514,1.3448999146720353,1.4824895384580539,overall_exclusive_pdc,adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
ethnicity[T.British],0.8152604457407329,1.0992511431410703e-240,2.2597641416599688,2.153360864512425,2.3714250872152176,overall_exclusive_pdc,adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
ethnicity[T.Caribbean],-0.27195226981567033,9.178663238828394e-20,0.7618906254019825,0.7185379901388662,0.8078589205328442,overall_exclusive_pdc,adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
ethnicity[T.Chinese],0.9216294734130963,4.1819693467801704e-18,2.5133825450359537,2.040863382215731,3.095303621368838,overall_exclusive_pdc,adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
ethnicity[T.Indian],0.11134717350472655,8.508800218553726e-05,1.1177829041077205,1.0573973821236449,1.1816169037662596,overall_exclusive_pdc,adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
ethnicity[T.Irish],0.36187444816686976,5.934329177552914e-07,1.436018635869566,1.2458688188345732,1.6551899296217172,overall_exclusive_pdc,adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
ethnicity[T.None],0.20906102653225145,0.01980744604982895,1.2325202126697115,1.0337571815796298,1.469499899694167,overall_exclusive_pdc,adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
ethnicity[T.Not stated],0.3974879753082143,9.852116739512633e-08,1.4880819001330292,1.2857045528588338,1.722314614644333,overall_exclusive_pdc,adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
ethnicity[T.Pakistani],-0.04175926009857628,0.12900590855880717,0.9591006465771523,0.9087588737748217,1.0122311614341872,overall_exclusive_pdc,adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
ethnicity[T.White and Asian],0.4522653803304575,0.0009360484927540309,1.571869036356059,1.2024831725656948,2.0547250255345597,overall_exclusive_pdc,adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
ethnicity[T.White and Black African],0.220797265845405,0.013478261951771785,1.2470705811343366,1.0467132739913858,1.4857794134972735,overall_exclusive_pdc,adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
ethnicity[T.White and Black Caribbean],-0.027747767855218063,0.6867223920993523,0.9726336653393538,0.849935779050661,1.1130443855512504,overall_exclusive_pdc,adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
imd[T.10.0],0.9196841830331313,3.301164569529342e-20,2.5084980385819415,2.062543741080172,3.0508746477657627,overall_exclusive_pdc,adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
imd[T.2.0],-0.009056480479783408,0.7860095612858058,0.9909844059175076,0.9282665519634767,1.0579397595382871,overall_exclusive_pdc,adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
imd[T.3.0],0.06275035067512745,0.059795582283364235,1.064760989185943,0.9974141863576543,1.1366551424662596,overall_exclusive_pdc,adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
imd[T.4.0],0.14621316760952255,3.0329817653923434e-05,1.157442891089566,1.0805895930676626,1.2397621212791814,overall_exclusive_pdc,adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
imd[T.5.0],0.23277223258571625,7.7326886776243e-10,1.2620939827042994,1.1718610561428204,1.3592748157544952,overall_exclusive_pdc,adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
imd[T.6.0],0.34017272811609955,6.144080478393843e-18,1.4051902854736444,1.3007154167536534,1.5180566886165157,overall_exclusive_pdc,adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
imd[T.7.0],0.46233687415997193,1.9419890952829298e-24,1.587780095227535,1.4528321509232012,1.735262830739782,overall_exclusive_pdc,adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
imd[T.8.0],0.7372075746075241,7.348151632470145e-43,2.090090935016596,1.8812202490054863,2.3221524002561424,overall_exclusive_pdc,adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
imd[T.9.0],0.6202170421771876,6.275076560648979e-28,1.859331551423494,1.6640520046993723,2.0775275101714503,overall_exclusive_pdc,adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
imd[T.nan],0.22241891034220496,0.0007112842098738633,1.2490945268960714,1.0981670327610156,1.4207648659775978,overall_exclusive_pdc,adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
drug_class[T.Angiotensin-converting enzyme inhibitors],-0.12248832432422714,9.357091036165235e-07,0.8847162345430865,0.8424543365254993,0.9290982095151292,overall_exclusive_pdc,adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
drug_class[T.Antihistamines],0.17178934549056415,1.0621203664620578e-09,1.1874276698725255,1.1236592140560917,1.2548150306971189,overall_exclusive_pdc,adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
drug_class[T.Beta-adrenoceptor blocking drugs],0.20510722895947037,5.399880657474806e-13,1.2276566982559418,1.1611237953623825,1.298001965675251,overall_exclusive_pdc,adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
drug_class[T.Biguanides],-0.26602389267566295,9.248271370241452e-26,0.7664208154382933,0.7292699774168907,0.8054642101375139,overall_exclusive_pdc,adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
drug_class[T.Lipid-regulating drugs],-0.2465404886708315,4.307238523802822e-19,0.7814997190115491,0.740330341764856,0.8249585034691368,overall_exclusive_pdc,adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
drug_class[T.Proton pump inhibitors],0.18386636243648408,5.146137413983018e-14,1.2018551993633164,1.1456779455289754,1.2607870526561564,overall_exclusive_pdc,adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
overall_exclusive_pdc,1.6884995415661754,0.0,5.411355097193206,5.164080198531505,5.670470415282463,overall_exclusive_pdc,adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
age_at_start,0.020765945764687845,0.0,1.0209830582609458,1.0201105408674764,1.021856321932952,overall_exclusive_pdc,adjusted,"gender, ethnicity, imd, drug_class, age_at_start"
Intercept,2.3673040242109384,0.0,10.668591214444785,10.463176967435043,10.878038176661954,pre_inclusive_pdc,adjusted,total_pre_exposure_days
pre_inclusive_pdc,0.006906581690385451,0.010790627509010097,1.0069304871289735,1.0015981319194027,1.012291230981828,pre_inclusive_pdc,adjusted,total_pre_exposure_days
total_pre_exposure_days,-0.00016738821176702536,3.752564850541428e-78,0.999832625796858,0.9998150986177011,0.9998501532832739,pre_inclusive_pdc,adjusted,total_pre_exposure_days
Intercept,0.246218934394438,1.2518855992365585e-18,1.2791795992979347,1.2109949306690195,1.3512033831190717,pre_exclusive_pdc,adjusted,total_pre_exposure_days
pre_exclusive_pdc,2.3159899575896525,0.0,10.134951125962303,9.560828940835844,10.743549012462994,pre_exclusive_pdc,adjusted,total_pre_exposure_days
total_pre_exposure_days,0.0003137263435096469,2.49427149909874e-157,1.0003137755607658,1.000290759388257,1.0003367922628645,pre_exclusive_pdc,adjusted,total_pre_exposure_days
Intercept,2.2841992951416596,0.0,9.817821898243366,9.541273915392779,10.102385455062052,post_inclusive_pdc,adjusted,total_post_exposure_days
post_inclusive_pdc,0.06372043641634835,1.4967901833420833e-16,1.0657943998067725,1.0497947606088538,1.0820378851964125,post_inclusive_pdc,adjusted,total_post_exposure_days
total_post_exposure_days,-0.0001854519827735609,2.7949884738017337e-93,0.9998145652123824,0.999796826970806,0.999832303768668,post_inclusive_pdc,adjusted,total_post_exposure_days
Intercept,0.6614635610917861,9.838994136191097e-101,1.9376260943679342,1.8232429393512462,2.059185202665005,post_exclusive_pdc,adjusted,total_post_exposure_days
post_exclusive_pdc,1.8311161146788215,0.0,6.240848275188999,5.857603798666856,6.649167224794855,post_exclusive_pdc,adjusted,total_post_exposure_days
total_post_exposure_days,0.00019284965211231758,1.3246902991161096e-58,1.000192868248802,1.0001694459940933,1.0002162910520196,post_exclusive_pdc,adjusted,total_post_exposure_days
