CODE,CODE_DESCRIPTION,VOCABULARY,CODELIST_ID,CODELIST_NAME,CODELIST_VERSION,DEFINITION_ID,DEFINITION_NAME,DEFINITION_VERSION,DEFINITION_SOURCE,VERSION_DATETIME,UPLOADED_DATETIME
163028000,On examination - blood pressure reading very high (finding),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
713641000000103,Hypertension monitoring administration (record artifact),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
736286003,Hypertension clinical management plan (record artifact),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
268509003,Cardiac disease monitoring (regime/therapy),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
302192008,On treatment for hypertension (regime/therapy),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
220901000000101,High cost hypertension drug therapy - OPCS Classification of Interventions and Procedures (procedure),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
194767001,Benign hypertensive heart disease with congestive cardiac failure (disorder),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
1201005,Benign essential hypertension (disorder),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
38341003,"Hypertensive disorder, systemic arterial (disorder)",SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
1066941000000104,Hypertension monitoring invitation short message service text message (procedure),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
401118009,Hypertension annual review (procedure),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
198997005,Pre-eclampsia or eclampsia with pre-existing hypertension (disorder),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
73410007,Benign secondary renovascular hypertension (disorder),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
66052004,Benign hypertensive heart AND renal disease (disorder),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
199005000,"Pre-existing hypertension complicating pregnancy, childbirth and puerperium (disorder)",SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
1066961000000103,Hypertension monitoring short message service text message second invitation (procedure),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
185723005,Hypertension monitoring telephone invite (procedure),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
161501007,History of hypertension (situation),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
845891000000103,Hypertension resistant to drug therapy (disorder),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
194780003,Hypertensive heart and renal disease with renal failure (disorder),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
163027005,On examination - blood pressure reading raised (finding),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
194783001,Secondary malignant renovascular hypertension (disorder),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
86234004,Hypertensive heart AND renal disease (disorder),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
275516004,Cardiomegaly - hypertensive (disorder),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
401117004,Moderate hypertension control (finding),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
193003,Benign hypertensive renal disease (disorder),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
199007008,"Pre-existing hypertensive heart and renal disease complicating pregnancy, childbirth and the puerperium (disorder)",SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
162659009,Hypertension resolved (finding),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
308503007,Hypertension monitoring call (procedure),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
1083101000000106,Hypertension monitoring invitation email (procedure),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
65443008,Malignant hypertensive renal disease (disorder),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
863191000000102,Nocturnal hypertension (disorder),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
275944005,Hypertension monitoring (regime/therapy),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
185264001,Seen in hypertension clinic (finding),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
183856001,Referral to hypertension clinic (procedure),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
48194001,Pregnancy-induced hypertension (disorder),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
908651000000101,Stage 1 hypertension (National Institute for Health and Clinical Excellence 2011) with evidence of end organ damage (disorder),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
31992008,Secondary hypertension (disorder),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
64715009,Hypertensive heart disease (disorder),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
59621000,Essential hypertension (disorder),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
185718005,Hypertension monitoring offer default (finding),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
1066971000000105,Hypertension monitoring short message service text message third invitation (procedure),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
36221001,Benign hypertensive heart disease (disorder),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
194788005,Hypertension secondary to endocrine disorder (disorder),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
846371000000103,Stage 2 hypertension (National Institute for Health and Clinical Excellence 2011) (disorder),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
401048005,Hypertension six month review (procedure),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
170579000,Hypertension:follow-up default (finding),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
36315003,Malignant hypertensive heart disease without congestive heart failure (disorder),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
185721007,Hypertension monitoring third letter (procedure),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
810981000000107,Hypertension self-management plan review (procedure),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
6962006,Hypertensive retinopathy (disorder),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
50490005,Hypertensive encephalopathy (disorder),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
908631000000108,Stage 1 hypertension (National Institute for Health and Clinical Excellence 2011) without evidence of end organ damage (disorder),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
199008003,"Pre-existing secondary hypertension complicating pregnancy, childbirth and puerperium (disorder)",SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
713661000000102,Hypertension clinic administration (record artifact),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
78975002,Malignant essential hypertension (disorder),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
89242004,Malignant secondary hypertension (disorder),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
170578008,Poor hypertension control (finding),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
194779001,Hypertensive heart and renal disease with (congestive) heart failure (disorder),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
170577003,Good hypertension control (finding),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
123799005,Renovascular hypertension (disorder),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
194781004,Hypertensive heart and renal disease with both (congestive) heart failure and renal failure (disorder),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
843821000000102,Stage 1 hypertension (National Institute for Health and Clinical Excellence 2011) (disorder),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
185722000,Hypertension monitoring verbal invite (procedure),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
54225002,Malignant hypertensive heart disease (disorder),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
407567007,Patient on maximal tolerated antihypertensive therapy (finding),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
170587004,Hypertensive treatment changed (situation),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
86041002,Pre-existing hypertension in obstetric context (disorder),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
185719002,Hypertension monitoring first letter (procedure),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
170586008,Treatment for hypertension started (situation),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
95691008,Arteriosclerotic retinopathy (disorder),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
194785008,Secondary benign hypertension (disorder),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
70272006,Malignant hypertension (disorder),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
170588009,Treatment for hypertension stopped (situation),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
56218007,Systolic hypertension (disorder),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
766211000000109,Hypertension 9 month review (regime/therapy),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
185720008,Hypertension monitoring second letter (procedure),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
308116003,Antihypertensive therapy (procedure),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
843841000000109,Severe hypertension (National Institute for Health and Clinical Excellence 2011) (disorder),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
1066951000000101,Hypertension monitoring short message service text message first invitation (procedure),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
698640000,Hypertension in the puerperium with pulmonary edema (disorder),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
96731000119100,Hypertensive heart AND chronic kidney disease stage 3 (disorder),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
285831000119108,Malignant hypertensive chronic kidney disease (disorder),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
371125006,Labile essential hypertension (disorder),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
23717007,Benign essential hypertension complicating AND/OR reason for care during pregnancy (disorder),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
39018007,Renal arterial hypertension (disorder),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
62240004,Benign arteriolar nephrosclerosis (disorder),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
198954000,"Renal hypertension complicating pregnancy, childbirth and the puerperium with postnatal complication (disorder)",SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
37618003,Chronic hypertension complicating AND/OR reason for care during pregnancy (disorder),SNOMED,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,opensafely/hypertension-snomed,Hypertension (SNOMED),024ab1b0,OPEN_CODELISTS,2020-04-28 00:00:00,2025-06-09 21:57:17.863184
