effect_modifier,modifier_value,ethnic_group,odds_ratio,lower_ci,upper_ci,phenotype
imd_rank,0.15789473684210525,Black,0.9617329280207576,0.870527637622162,1.0624938081986897,ASTHMA
imd_rank,0.21052631578947367,Black,0.9481183561825285,0.849882355760531,1.0577092361516782,ASTHMA
imd_rank,0.2631578947368421,Black,0.934696516194211,0.8297266938083957,1.0529462097640359,ASTHMA
imd_rank,0.3157894736842105,Black,0.9214646796875234,0.8100490400252442,1.0482046320123644,ASTHMA
imd_rank,0.3684210526315789,Black,0.9084201569177615,0.7908380580525806,1.0434844063101771,ASTHMA
imd_rank,0.42105263157894735,Black,0.8955602962170314,0.7720826803830125,1.0387854365059312,ASTHMA
imd_rank,0.47368421052631576,Black,0.8828824834552234,0.7537721019842261,1.0341076268810685,ASTHMA
imd_rank,0.5263157894736842,Black,0.8703841415086161,0.7358957740741721,1.0294508821480666,ASTHMA
imd_rank,0.5789473684210527,Black,0.8580627297360033,0.7184433980438791,1.024815107448497,ASTHMA
imd_rank,0.631578947368421,Black,0.8459157434622363,0.7014049195243934,1.0202002083510935,ASTHMA
imd_rank,0.6842105263157894,Black,0.833940713469079,0.6847705225944238,1.015606090849828,ASTHMA
imd_rank,0.7368421052631579,Black,0.8221352054932684,0.6685306241253595,1.0110326613619962,ASTHMA
imd_rank,0.7894736842105263,Black,0.8104968197316821,0.6526758682603989,1.0064798267263109,ASTHMA
imd_rank,0.8421052631578947,Black,0.7990231903535113,0.6371971210246113,1.0019474942010045,ASTHMA
imd_rank,0.894736842105263,Black,0.7877119850193376,0.6220854650628247,0.9974355714619397,ASTHMA
imd_rank,0.9473684210526315,Black,0.7765609044070199,0.6073321945023095,0.9929439666007289,ASTHMA
imd_rank,1.0,Black,0.7655676817442919,0.5929288099372978,0.9884725881228621,ASTHMA
imd_rank,0.0,East_Or_Other_Asian,0.7726488180664031,0.6992974198535314,0.853694263857643,ASTHMA
imd_rank,0.05263157894736842,East_Or_Other_Asian,0.7569207543400315,0.6773049684577961,0.8458952097387165,ASTHMA
imd_rank,0.10526315789473684,East_Or_Other_Asian,0.7415128515752721,0.6560041654289247,0.8381674050678946,ASTHMA
imd_rank,0.15789473684210525,East_Or_Other_Asian,0.726418592565486,0.6353732588732888,0.83051019893498,ASTHMA
imd_rank,0.21052631578947367,East_Or_Other_Asian,0.7116315927684977,0.6153911809802407,0.8229229463762648,ASTHMA
imd_rank,0.2631578947368421,East_Or_Other_Asian,0.6971455976060741,0.5960375265081468,0.8154050083202055,ASTHMA
imd_rank,0.3157894736842105,East_Or_Other_Asian,0.6829544798183736,0.5772925319470196,0.8079557515335938,ASTHMA
imd_rank,0.3684210526315789,East_Or_Other_Asian,0.6690522368722501,0.5591370553364737,0.8005745485682202,ASTHMA
imd_rank,0.42105263157894735,East_Or_Other_Asian,0.6554329884223109,0.541552556718393,0.793260777708024,ASTHMA
imd_rank,0.47368421052631576,East_Or_Other_Asian,0.64209097382366,0.5245210792043474,0.7860138229167261,ASTHMA
imd_rank,0.5263157894736842,East_Or_Other_Asian,0.6290205496952708,0.5080252306384306,0.7788330737859411,ASTHMA
imd_rank,0.5789473684210527,East_Or_Other_Asian,0.6162161875329587,0.49204816583678573,0.7717179254837624,ASTHMA
imd_rank,0.631578947368421,East_Or_Other_Asian,0.6036724713709453,0.47657356938568957,0.7646677787038172,ASTHMA
imd_rank,0.6842105263157894,East_Or_Other_Asian,0.591384095491022,0.4615856389806237,0.757682039614788,ASTHMA
imd_rank,0.7368421052631579,East_Or_Other_Asian,0.5793458621783476,0.44706906928932266,0.7507601198103933,ASTHMA
imd_rank,0.7894736842105263,East_Or_Other_Asian,0.5675526795229284,0.43300903632231785,0.7439014362598272,ASTHMA
imd_rank,0.8421052631578947,East_Or_Other_Asian,0.5559995592658514,0.4193911822950181,0.7371054112586506,ASTHMA
imd_rank,0.894736842105263,East_Or_Other_Asian,0.5446816146893592,0.40620160096586777,0.7303714723801314,ASTHMA
imd_rank,0.9473684210526315,East_Or_Other_Asian,0.5335940585498751,0.3934268234356106,0.7236990524270291,ASTHMA
imd_rank,1.0,East_Or_Other_Asian,0.5227322010531041,0.3810538043931573,0.7170875893838202,ASTHMA
imd_rank,0.0,South_Asian,1.1899940579662027,1.1169087270311358,1.2678617542536172,ASTHMA
imd_rank,0.05263157894736842,South_Asian,1.1743665761935929,1.09263102324953,1.262216453619495,ASTHMA
imd_rank,0.10526315789473684,South_Asian,1.1589443208125925,1.0688810321508344,1.2565962893372997,ASTHMA
imd_rank,0.15789473684210525,South_Asian,1.1437245967074803,1.045647283100173,1.2510011494845263,ASTHMA
imd_rank,0.21052631578947367,South_Asian,1.1287047441558808,1.022918554794302,1.245430922637018,ASTHMA
imd_rank,0.2631578947368421,South_Asian,1.1138821383639659,1.0006838698420086,1.2398854978667462,ASTHMA
imd_rank,0.3157894736842105,South_Asian,1.0992541890077574,0.9789324894623136,1.2343647647396028,ASTHMA
imd_rank,0.3684210526315789,South_Asian,1.0848183397804565,0.957653908297916,1.2288686133131999,ASTHMA
imd_rank,0.42105263157894735,South_Asian,1.0705720679457165,0.9368378493413763,1.2233969341346809,ASTHMA
imd_rank,0.47368421052631576,South_Asian,1.0565128838967806,0.9164742589715853,1.2179496182385408,ASTHMA
imd_rank,0.5263157894736842,South_Asian,1.042638330721412,0.8965533020981249,1.212526557144456,ASTHMA
imd_rank,0.5789473684210527,South_Asian,1.0289459837725368,0.877065357411171,1.2071276428551236,ASTHMA
imd_rank,0.631578947368421,South_Asian,1.015433450244523,0.8580010127346493,1.201752767854112,ASTHMA
imd_rank,0.6842105263157894,South_Asian,1.0020983687550276,0.839351060480396,1.1964018251037183,ASTHMA
imd_rank,0.7368421052631579,South_Asian,0.9889384089323323,0.8211064932011293,1.1910747080428372,ASTHMA
imd_rank,0.7894736842105263,South_Asian,0.9759512710081,0.8032584992400842,1.1857713105848393,ASTHMA
imd_rank,0.8421052631578947,South_Asian,0.9631346854154786,0.7857984584752095,1.1804915271154584,ASTHMA
imd_rank,0.894736842105263,South_Asian,0.9504864123924833,0.7687179381558694,1.1752352524906875,ASTHMA
imd_rank,0.9473684210526315,South_Asian,0.938004241590586,0.7520086888300427,1.1700023820346854,ASTHMA
imd_rank,1.0,South_Asian,0.9256859916884475,0.7356626403600492,1.1647928115376929,ASTHMA
imd_rank,0.0,White,0.882397002973644,0.829950990794928,0.938157167703483,ASTHMA
imd_rank,0.05263157894736842,White,0.8769611621972079,0.8179478078553114,0.9402322160612947,ASTHMA
imd_rank,0.10526315789473684,White,0.8715588078955073,0.806118221190993,0.9423118540825823,ASTHMA
imd_rank,0.15789473684210525,White,0.8661897337814127,0.7944597201623406,0.9443960919189217,ASTHMA
imd_rank,0.21052631578947367,White,0.8608537348385876,0.7829698304398988,0.9464849397443423,ASTHMA
imd_rank,0.2631578947368421,White,0.8555506073136604,0.7716461134792513,0.9485784077553768,ASTHMA
imd_rank,0.3157894736842105,White,0.8502801487084432,0.7604861660034803,0.9506765061711111,ASTHMA
imd_rank,0.3684210526315789,White,0.8450421577722007,0.7494876194931083,0.9527792452332338,ASTHMA
imd_rank,0.42105263157894735,White,0.8398364344939645,0.7386481396834188,0.9548866352060866,ASTHMA
imd_rank,0.47368421052631576,White,0.8346627800948966,0.7279654260690456,0.9569986863767141,ASTHMA
imd_rank,0.5263157894736842,White,0.829520997020698,0.717437211415728,0.9591154090549142,ASTHMA
imd_rank,0.5789473684210527,White,0.8244108889340666,0.7070612612791264,0.9612368135732885,ASTHMA
imd_rank,0.631578947368421,White,0.8193322607071984,0.6968353735305974,0.9633629102872922,ASTHMA
imd_rank,0.6842105263157894,White,0.8142849184143385,0.6867573778898277,0.9654937095752855,ASTHMA
imd_rank,0.7368421052631579,White,0.8092686693243744,0.6768251354642267,0.9676292218385834,ASTHMA
imd_rank,0.7894736842105263,White,0.8042833218934776,0.6670365382949811,0.9697694575015073,ASTHMA
imd_rank,0.8421052631578947,White,0.7993286857577895,0.6573895089096743,0.9719144270114355,ASTHMA
imd_rank,0.894736842105263,White,0.7944045717261522,0.6478819998813765,0.9740641408388535,ASTHMA
imd_rank,0.9473684210526315,White,0.7895107917728841,0.6385119933941111,0.9762186094774067,ASTHMA
imd_rank,1.0,White,0.7846471590306006,0.629277500814606,0.9783778434439498,ASTHMA
age_band,0_to_17,Black,0.040206451884872464,0.016150775944737406,0.10009170944491401,COPD
age_band,18_to_24,Black,0.09283820592726581,0.03745106430526774,0.2301385191496708,COPD
age_band,25_to_34,Black,0.043045202598213116,0.01629223033769077,0.11372841092448233,COPD
age_band,35_to_44,Black,0.06112269386031632,0.024707273986077583,0.15120987069828742,COPD
age_band,55_to_64,Black,0.8414019988900191,0.4603346079413108,1.5379189648638776,COPD
age_band,65_to_74,Black,1.7702581668555624,0.9613264976508252,3.259885153459159,COPD
age_band,75_plus_,Black,2.983108870428282,1.6018872935119695,5.55528380109559,COPD
age_band,0_to_17,East_Or_Other_Asian,0.05892402976940232,0.018723940584431265,0.18543325688356288,COPD
age_band,18_to_24,East_Or_Other_Asian,0.12842032195729638,0.04238087222717318,0.3891326021610683,COPD
age_band,25_to_34,East_Or_Other_Asian,0.05556453977186581,0.018596860881013765,0.16601823822919057,COPD
age_band,35_to_44,East_Or_Other_Asian,0.08388818916364503,0.0286740986790624,0.24542108053405085,COPD
age_band,55_to_64,East_Or_Other_Asian,1.0370233285913206,0.47534054480261734,2.2624145905525133,COPD
age_band,65_to_74,East_Or_Other_Asian,2.115304474552909,0.9748178912141882,4.590101454221682,COPD
age_band,75_plus_,East_Or_Other_Asian,3.5608359310241897,1.6237366256366719,7.808872650576086,COPD
age_band,0_to_17,South_Asian,0.04640678699852606,0.022057829627870385,0.09763380694560606,COPD
age_band,18_to_24,South_Asian,0.11644916302092828,0.05452800211951867,0.24868704227512292,COPD
age_band,25_to_34,South_Asian,0.04854055529483485,0.022357811088007024,0.10538533933649724,COPD
age_band,35_to_44,South_Asian,0.07554749420494068,0.03619880382718648,0.15766885303428402,COPD
age_band,55_to_64,South_Asian,1.3534378684047093,0.7979923350619212,2.295503331482178,COPD
age_band,65_to_74,South_Asian,3.415878456060225,2.01287681795417,5.796790703981396,COPD
age_band,75_plus_,South_Asian,5.470988288128997,3.1854585312675385,9.396359285498031,COPD
age_band,0_to_17,White,0.07000358886035808,0.035649965300105495,0.13746163319030064,COPD
age_band,18_to_24,White,0.17844287050557964,0.08840560634927742,0.36017917131260446,COPD
age_band,25_to_34,White,0.06213186756204506,0.030897050889897228,0.12494295913561695,COPD
age_band,35_to_44,White,0.09292096862999581,0.047971876691969076,0.17998683825896952,COPD
age_band,55_to_64,White,4.0527715170638885,2.5393353598919215,6.468211024408924,COPD
age_band,65_to_74,White,8.407347989271415,5.2324389821118595,13.508709887368356,COPD
age_band,75_plus_,White,18.52827683764553,11.439218729734007,30.010532247285248,COPD
imd_rank,0.0,Black,0.38716461386255635,0.3134837975710195,0.4781632715591416,COPD
imd_rank,0.05263157894736842,Black,0.352231868360674,0.2763615362569224,0.448931102241054,COPD
imd_rank,0.10526315789473684,Black,0.3204510036469788,0.24363523510328586,0.4214860206686542,COPD
imd_rank,0.15789473684210525,Black,0.29153763461631454,0.2147843313790617,0.39571877451187965,COPD
imd_rank,0.21052631578947367,Black,0.2652330354106447,0.18934990657814096,0.37152679050365867,COPD
imd_rank,0.2631578947368421,Black,0.24130182425925312,0.16692738660659065,0.34881376612017606,COPD
imd_rank,0.3157894736842105,Black,0.21952985720913207,0.14716010640230728,0.32748928622347273,COPD
imd_rank,0.3684210526315789,Black,0.19972231189799572,0.12973363662235265,0.30746846314032605,COPD
imd_rank,0.42105263157894735,Black,0.1817019442229245,0.1143707821551069,0.2886715987446496,COPD
imd_rank,0.47368421052631576,Black,0.16530750230476413,0.10082717290079544,0.2710238671982443,COPD
imd_rank,0.5263157894736842,Black,0.15039228355593973,0.08888737668489369,0.2544550170869658,COPD
imd_rank,0.5789473684210527,Black,0.13682282193987477,0.07836147247425047,0.2388990917665848,COPD
imd_rank,0.631578947368421,Black,0.12447769367520392,0.06908202938760251,0.2242941668051025,COPD
imd_rank,0.6842105263157894,Black,0.11324643069784715,0.06090144344694084,0.21058210347634226,COPD
imd_rank,0.7368421052631579,Black,0.10302853215826412,0.05368958970661837,0.19770831732353417,COPD
imd_rank,0.7894736842105263,Black,0.09373256510845816,0.04733175241365836,0.18562156087159934,COPD
imd_rank,0.8421052631578947,Black,0.08527534633139615,0.04172680027524389,0.17427371962316252,COPD
imd_rank,0.894736842105263,Black,0.07758119799159709,0.03678557780817901,0.16361962052620352,COPD
imd_rank,0.9473684210526315,Black,0.07058127044622042,0.03242948718223237,0.1536168521509005,COPD
imd_rank,1.0,Black,0.06421292615695477,0.02858923799937545,0.14422559585983397,COPD
imd_rank,0.0,East_Or_Other_Asian,0.495966658281332,0.37116699917712814,0.6627284394143127,COPD
imd_rank,0.05263157894736842,East_Or_Other_Asian,0.4508307058936585,0.3256848577145098,0.6240644001777286,COPD
imd_rank,0.10526315789473684,East_Or_Other_Asian,0.40980239696129706,0.2857760166708719,0.5876560479483434,COPD
imd_rank,0.15789473684210525,East_Or_Other_Asian,0.3725079111954666,0.25075753376246707,0.5533717843734007,COPD
imd_rank,0.21052631578947367,East_Or_Other_Asian,0.3386074482046399,0.2200301532337926,0.5210876886397996,COPD
imd_rank,0.2631578947368421,East_Or_Other_Asian,0.3077921314790407,0.19306805105981883,0.49068706956107794,COPD
imd_rank,0.3157894736842105,East_Or_Other_Asian,0.2797811941311955,0.1694098367528293,0.46206004379595383,COPD
imd_rank,0.3684210526315789,East_Or_Other_Asian,0.2543194207510404,0.14865065779178638,0.4351031386738908,COPD
imd_rank,0.42105263157894735,East_Or_Other_Asian,0.2311748220676177,0.13043527156082776,0.4097189181920967,COPD
imd_rank,0.47368421052631576,East_Or_Other_Asian,0.21013652123055984,0.1144519662400508,0.3858156308321188,COPD
imd_rank,0.5263157894736842,East_Or_Other_Asian,0.19101283245268685,0.10042722661948814,0.36330687792306354,COPD
imd_rank,0.5789473684210527,East_Or_Other_Asian,0.17362951450769573,0.08812105355471567,0.3421113013527383,COPD
imd_rank,0.631578947368421,East_Or_Other_Asian,0.1578281831700783,0.07732285696801462,0.3221522894979417,COPD
imd_rank,0.6842105263157894,East_Or_Other_Asian,0.14346486813256457,0.06784785211383909,0.3033577003109867,COPD
imd_rank,0.7368421052631579,East_Or_Other_Asian,0.13040870125276963,0.05953389743948024,0.28565960056154865,COPD
imd_rank,0.7894736842105263,East_Or_Other_Asian,0.1185407241772935,0.052238719928638884,0.2689940202913259,COPD
imd_rank,0.8421052631578947,East_Or_Other_Asian,0.10775280447920832,0.04583748044644392,0.2533007215939866,COPD
imd_rank,0.894736842105263,East_Or_Other_Asian,0.09794665043356064,0.04022063742274542,0.23852298088465457,COPD
imd_rank,0.9473684210526315,East_Or_Other_Asian,0.08903291545423549,0.035292072315843206,0.2246073838719453,COPD
imd_rank,1.0,East_Or_Other_Asian,0.08093038403245871,0.03096744477854396,0.21150363249147622,COPD
imd_rank,0.0,South_Asian,0.5283848203120369,0.4443324069437086,0.6283370602125664,COPD
imd_rank,0.05263157894736842,South_Asian,0.480840513532785,0.3936472260700115,0.5873472087247765,COPD
imd_rank,0.10526315789473684,South_Asian,0.4375742651311085,0.3487437246778312,0.5490313486842248,COPD
imd_rank,0.15789473684210525,South_Asian,0.3982011334657944,0.3089623842047245,0.5132150410529449,COPD
imd_rank,0.21052631578947367,South_Asian,0.36237081411982375,0.27371891764260836,0.4797352264022803,COPD
imd_rank,0.2631578947368421,South_Asian,0.3297645232271636,0.24249568784333378,0.44843948255893884,COPD
imd_rank,0.3157894736842105,South_Asian,0.3000921612392338,0.2148341047416806,0.4191853306788416,COPD
imd_rank,0.3684210526315789,South_Asian,0.27308973189695795,0.19032788983026103,0.3918395865895578,COPD
imd_rank,0.42105263157894735,South_Asian,0.2485169934448862,0.16861710895854756,0.3662777544482077,COPD
imd_rank,0.47368421052631576,South_Asian,0.2261553211901394,0.1493828858129768,0.34238345995436703,COPD
imd_rank,0.5263157894736842,South_Asian,0.20580576238927448,0.13234271843255704,0.32004792053758113,COPD
imd_rank,0.5789473684210527,South_Asian,0.1872872661573141,0.1172463299714725,0.29916945010743756,COPD
imd_rank,0.631578947368421,South_Asian,0.17043507265036922,0.10387199276690726,0.27965299611148986,COPD
imd_rank,0.6842105263157894,South_Asian,0.15509924719034196,0.09202327172196893,0.26140970679341674,COPD
imd_rank,0.7368421052631579,South_Asian,0.1411433462897561,0.08152613917226434,0.24435652668129043,COPD
imd_rank,0.7894736842105263,South_Asian,0.12844320370828025,0.07222641886083564,0.22841581846435063,COPD
imd_rank,0.8421052631578947,South_Asian,0.11688582574043836,0.06398752147992812,0.21351500953681693,COPD
imd_rank,0.894736842105263,South_Asian,0.10636838590583494,0.05668843852044321,0.19958626159957546,COPD
imd_rank,0.9473684210526315,South_Asian,0.09679731009761175,0.05022196496381125,0.18656616181554853,COPD
imd_rank,1.0,South_Asian,0.08808744404966315,0.04449312471213512,0.17439543411268274,COPD
imd_rank,0.0,White,0.8775832931435179,0.7580546814948984,1.0159589475601765,COPD
imd_rank,0.05263157894736842,White,0.7946459856752296,0.6705681042966993,0.9416824905682669,COPD
imd_rank,0.10526315789473684,White,0.7195467911516967,0.5931782936995097,0.8728363632924546,COPD
imd_rank,0.15789473684210525,White,0.6515449571128974,0.5247199887106136,0.8090235559395996,COPD
imd_rank,0.21052631578947367,White,0.5899697370059577,0.464162410318984,0.7498760839846561,COPD
imd_rank,0.2631578947368421,White,0.5342137741733262,0.41059374102088775,0.6950528661419403,COPD
imd_rank,0.3157894736842105,White,0.4837271110969336,0.36320739555292825,0.6442377574772888,COPD
imd_rank,0.3684210526315789,White,0.4380117648075959,0.3212898761104843,0.5971377263188036,COPD
imd_rank,0.42105263157894735,White,0.39661681495337825,0.2842100291871607,0.5534811644531105,COPD
imd_rank,0.47368421052631576,White,0.3591339560773237,0.25140954227511964,0.5130163208626676,COPD
imd_rank,0.5263157894736842,White,0.32519347023375755,0.22239453733478778,0.4755098499720742,COPD
imd_rank,0.5789473684210527,White,0.29446058021844357,0.19672813445652967,0.4407454660316609,COPD
imd_rank,0.631578947368421,White,0.2666321474421216,0.17402387374508826,0.40852269587869594,COPD
imd_rank,0.6842105263157894,White,0.24143368187639117,0.15393989637988587,0.37865572288384897,COPD
imd_rank,0.7368421052631579,White,0.21861663457908295,0.13617379723521314,0.35097231541638657,COPD
imd_rank,0.7894736842105263,White,0.19795594609352551,0.12045807155603523,0.3253128336489581,COPD
imd_rank,0.8421052631578947,White,0.17924782653996688,0.10655608712985745,0.3015293089745894,COPD
imd_rank,0.894736842105263,White,0.16230774550274,0.0942585213075072,0.2794845907272266,COPD
imd_rank,0.9473684210526315,White,0.14696861188611585,0.08338020922493374,0.25905155528528745,COPD
imd_rank,1.0,White,0.13307912578557204,0.07375735576959465,0.24011237299741722,COPD
age_band,0_to_17,Black,0.047369330272034396,0.033307867499013336,0.06736707027213744,DIABETES_TYPE2
age_band,18_to_24,Black,0.1434996395715607,0.1031281620962517,0.19967529856634836,DIABETES_TYPE2
age_band,25_to_34,Black,0.0878848549477105,0.0639084623925653,0.12085641619314948,DIABETES_TYPE2
age_band,35_to_44,Black,0.34899245501744547,0.2754290700611761,0.44220362662536455,DIABETES_TYPE2
age_band,55_to_64,Black,3.191691663268717,2.610054451241526,3.9029437368762276,DIABETES_TYPE2
age_band,65_to_74,Black,6.030439295964378,4.873801882240137,7.461566756504349,DIABETES_TYPE2
age_band,75_plus_,Black,8.400779136321203,6.687772525090127,10.552555403534532,DIABETES_TYPE2
age_band,0_to_17,East_Or_Other_Asian,0.06186101849642719,0.04089156406537103,0.09358374268339648,DIABETES_TYPE2
age_band,18_to_24,East_Or_Other_Asian,0.17176876615211156,0.11764515041313488,0.2507923949419734,DIABETES_TYPE2
age_band,25_to_34,East_Or_Other_Asian,0.09499756181492805,0.06707792090329476,0.13453811074126182,DIABETES_TYPE2
age_band,35_to_44,East_Or_Other_Asian,0.38459666150913174,0.29302500181255214,0.504784885689005,DIABETES_TYPE2
age_band,55_to_64,East_Or_Other_Asian,3.361332729372531,2.648784278295119,4.265563568212987,DIABETES_TYPE2
age_band,65_to_74,East_Or_Other_Asian,5.8116860450594885,4.530791444052724,7.45470081847938,DIABETES_TYPE2
age_band,75_plus_,East_Or_Other_Asian,7.277180595460473,5.574439435520964,9.500032789215743,DIABETES_TYPE2
age_band,0_to_17,South_Asian,0.05736571888382775,0.04240637529247005,0.07760214544068075,DIABETES_TYPE2
age_band,18_to_24,South_Asian,0.1969973922121716,0.14721653690081948,0.2636115028608593,DIABETES_TYPE2
age_band,25_to_34,South_Asian,0.12797327686713025,0.09760816006122014,0.16778473830302057,DIABETES_TYPE2
age_band,35_to_44,South_Asian,0.8755947984513097,0.7119247212922605,1.0768923007524789,DIABETES_TYPE2
age_band,55_to_64,South_Asian,7.23341619446405,6.010859811950575,8.70462986648091,DIABETES_TYPE2
age_band,65_to_74,South_Asian,13.565912939926035,11.144554182890623,16.51335628805912,DIABETES_TYPE2
age_band,75_plus_,South_Asian,16.567411297687805,13.399826046018621,20.48378211509001,DIABETES_TYPE2
age_band,0_to_17,White,0.015561737767702751,0.010784777869919753,0.022454582307734467,DIABETES_TYPE2
age_band,18_to_24,White,0.054654942891839024,0.03866461268418687,0.0772583138724129,DIABETES_TYPE2
age_band,25_to_34,White,0.02359966394278903,0.017185901373045022,0.032407036798553245,DIABETES_TYPE2
age_band,35_to_44,White,0.09297335788277483,0.0737166606765267,0.11726040214883235,DIABETES_TYPE2
age_band,55_to_64,White,1.3703939746311098,1.1251320244653986,1.6691193609901598,DIABETES_TYPE2
age_band,65_to_74,White,2.6646269658172588,2.166759452595162,3.2768920696094916,DIABETES_TYPE2
age_band,75_plus_,White,4.497496837541484,3.61398296078096,5.597004198194839,DIABETES_TYPE2
imd_rank,0.0,Black,1.0369866265629923,0.970268118477128,1.108292896769898,DIABETES_TYPE2
imd_rank,0.05263157894736842,Black,1.0043103492666998,0.9303039326138393,1.0842040351374906,DIABETES_TYPE2
imd_rank,0.10526315789473684,Black,0.9726637275808016,0.8919858238722251,1.0606387474235273,DIABETES_TYPE2
imd_rank,0.15789473684210525,Black,0.942014316234179,0.8552459923001042,1.0375856536943162,DIABETES_TYPE2
imd_rank,0.21052631578947367,Black,0.9123306923321349,0.8200194305444116,1.0150336213602116,DIABETES_TYPE2
imd_rank,0.2631578947368421,Black,0.8835824231404953,0.7862438088273743,0.9929717597995633,DIABETES_TYPE2
imd_rank,0.3157894736842105,Black,0.8557400348848596,0.7538593646603798,0.971389415099518,DIABETES_TYPE2
imd_rank,0.3684210526315789,Black,0.8287749825330123,0.7228087971004005,0.9502761649111289,DIABETES_TYPE2
imd_rank,0.42105263157894735,Black,0.8026596205295145,0.6930371653618672,0.9296218134162899,DIABETES_TYPE2
imd_rank,0.47368421052631576,Black,0.7773671744524715,0.6644917916046017,0.909416386404064,DIABETES_TYPE2
imd_rank,0.5263157894736842,Black,0.752871713563419,0.6371221677257954,0.8896501264540287,DIABETES_TYPE2
imd_rank,0.5789473684210527,Black,0.7291481242221839,0.6108798659911173,0.8703134882243116,DIABETES_TYPE2
imd_rank,0.631578947368421,Black,0.7061720841394643,0.585718453346819,0.8513971338420405,DIABETES_TYPE2
imd_rank,0.6842105263157894,Black,0.6839200374407308,0.5615934092612218,0.8328919283939837,DIABETES_TYPE2
imd_rank,0.7368421052631579,Black,0.662369170515885,0.5384620469502148,0.8147889355152004,DIABETES_TYPE2
imd_rank,0.7894736842105263,Black,0.6414973886299132,0.516283437847382,0.7970794130735736,DIABETES_TYPE2
imd_rank,0.8421052631578947,Black,0.62128329327056,0.4950183391851128,0.7797548089481389,DIABETES_TYPE2
imd_rank,0.894736842105263,Black,0.6017061602097902,0.47462912455856143,0.7628067568991727,DIABETES_TYPE2
imd_rank,0.9473684210526315,Black,0.5827459182565559,0.45507971734959357,0.7462270725280432,DIABETES_TYPE2
imd_rank,1.0,Black,0.5643831286790791,0.4363355268929216,0.7300077493248769,DIABETES_TYPE2
imd_rank,0.0,East_Or_Other_Asian,1.1017682954346029,1.012556426092278,1.19884022810423,DIABETES_TYPE2
imd_rank,0.05263157894736842,East_Or_Other_Asian,1.0703994369417094,0.9730392880400299,1.1775012259915996,DIABETES_TYPE2
imd_rank,0.10526315789473684,East_Or_Other_Asian,1.0399236929877118,0.9350643891752483,1.156542051816411,DIABETES_TYPE2
