ConditionID,ConditionName,ProductID,PrimaryTerm
5029,Lithium,28032411000001107,Lithium citrate 509mg/5ml oral solution (Ennogen Healthcare Ltd)
5029,Lithium,28776311000001100,Lithium carbonate 400mg modified-release tablets (Colorama Pharmaceuticals Ltd)
5029,Lithium,28776511000001106,Lithium citrate 1.018g/5ml oral solution (Colorama Pharmaceuticals Ltd)
5029,Lithium,28776711000001101,Lithium citrate 509mg/5ml oral solution (Colorama Pharmaceuticals Ltd)
5029,Lithium,28914311000001109,Lithium carbonate 400mg modified-release tablets (Niche Pharma Ltd)
5029,Lithium,29210711000001101,Lithium carbonate 400mg modified-release tablets (Ennogen Healthcare Ltd)
5029,Lithium,30760011000001108,Lithium carbonate 250mg tablets (Essential Pharma Ltd)
5029,Lithium,30761511000001107,Lithium carbonate 400mg modified-release tablets (AM Distributions (Yorkshire) Ltd)
5029,Lithium,30802011000001105,Lithium carbonate 250mg tablets (Alliance Healthcare (Distribution) Ltd)
5029,Lithium,30928711000001108,Lithium carbonate 400mg modified-release tablets (DE Pharmaceuticals)
5029,Lithium,30988111000001104,Lithium carbonate 250mg tablets (A A H Pharmaceuticals Ltd)
5029,Lithium,31503811000001100,Lithium citrate 1.018g/5ml oral solution (J M McGill Ltd)
5029,Lithium,31504111000001109,Lithium citrate 509mg/5ml oral solution (J M McGill Ltd)
5029,Lithium,31505111000001108,Lithium citrate 520mg/5ml oral solution sugar free (J M McGill Ltd)
5029,Lithium,36040211000001104,Lithium carbonate 450mg modified-release tablets
5029,Lithium,36040311000001107,Lithium citrate 520mg/5ml oral solution sugar free
5029,Lithium,37503111000001105,Camcolit 400 modified-release tablets (Mawdsley-Brooks & Company Ltd)
5029,Lithium,39110011000001104,Lithium carbonate 200mg modified-release tablets
5029,Lithium,39110111000001103,Lithium carbonate 400mg modified-release tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,134795004,Diclofenac sodium 3% gel
5065,AnalgesicsOrOpiodsNotMigraineMedication,134806003,Fentanyl 1.6mg lozenges
5065,AnalgesicsOrOpiodsNotMigraineMedication,134807007,Fentanyl 1.2mg lozenges
5065,AnalgesicsOrOpiodsNotMigraineMedication,134808002,Fentanyl 800microgram lozenges
5065,AnalgesicsOrOpiodsNotMigraineMedication,134809005,Fentanyl 600microgram lozenges
5065,AnalgesicsOrOpiodsNotMigraineMedication,134810000,Fentanyl 400microgram lozenges
5065,AnalgesicsOrOpiodsNotMigraineMedication,134812008,Fentanyl 200microgram lozenges
5065,AnalgesicsOrOpiodsNotMigraineMedication,136118007,Bupivacaine 312.5mg/250ml (0.125%) infusion bags
5065,AnalgesicsOrOpiodsNotMigraineMedication,317359005,Kaolin light 1.5g/5ml / Codeine 5mg/5ml oral suspension sugar free
5065,AnalgesicsOrOpiodsNotMigraineMedication,319360005,Aspirin 150mg / Isosorbide mononitrate 60mg modified-release tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,319361009,Aspirin 75mg / Isosorbide mononitrate 60mg modified-release tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,319773006,Aspirin 75mg dispersible tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,319775004,Aspirin 75mg tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,319781007,Aspirin 75mg gastro-resistant tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,319797002,Dipyridamole 200mg modified-release / Aspirin 25mg capsules
5065,AnalgesicsOrOpiodsNotMigraineMedication,320959004,Codeine 3mg/5ml linctus paediatric
5065,AnalgesicsOrOpiodsNotMigraineMedication,320962001,Codeine phosphate 15mg/5mL s/f linctus
5065,AnalgesicsOrOpiodsNotMigraineMedication,320970006,Methadone 2mg/5ml linctus
5065,AnalgesicsOrOpiodsNotMigraineMedication,320988003,Ipecacuanha and Morphine mixture BP 1980
5065,AnalgesicsOrOpiodsNotMigraineMedication,321745007,Amitriptyline 10mg tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,321746008,Amitriptyline 25mg tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,321747004,Amitriptyline 50mg tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,321761009,Amitriptyline 25mg/5ml oral solution sugar free
5065,AnalgesicsOrOpiodsNotMigraineMedication,321762002,Amitriptyline 50mg/5ml oral solution sugar free
5065,AnalgesicsOrOpiodsNotMigraineMedication,321763007,Amitriptyline 25mg modified-release capsules
5065,AnalgesicsOrOpiodsNotMigraineMedication,321765000,Amitriptyline 50mg modified-release capsules
5065,AnalgesicsOrOpiodsNotMigraineMedication,321861002,Nortriptyline 10mg tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,321864005,Nortriptyline 25mg tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,321926009,Nortriptyline 30mg / Fluphenazine 1.5mg tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,321927000,Nortriptyline 10mg / Fluphenazine 500microgram tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,321929002,Amitriptyline 25mg / Perphenazine 2mg tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,321930007,Amitriptyline 10mg / Perphenazine 2mg tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,322225002,Aspirin 300mg gastro-resistant tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,322232006,Aspirin 300mg suppositories
5065,AnalgesicsOrOpiodsNotMigraineMedication,322233001,Aspirin 150mg suppositories
5065,AnalgesicsOrOpiodsNotMigraineMedication,322236009,Paracetamol 500mg tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,322237000,Paracetamol 500mg soluble tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,322238005,Paracetamol 120mg/5ml oral solution paediatric
5065,AnalgesicsOrOpiodsNotMigraineMedication,322239002,Paracetamol 250mg/5ml oral suspension
5065,AnalgesicsOrOpiodsNotMigraineMedication,322246006,Paracetamol 100mg/ml oral solution sugar free
5065,AnalgesicsOrOpiodsNotMigraineMedication,322250004,Paracetamol 500mg suppositories
5065,AnalgesicsOrOpiodsNotMigraineMedication,322254008,Paracetamol 240mg suppositories
5065,AnalgesicsOrOpiodsNotMigraineMedication,322256005,Paracetamol 120mg suppositories
5065,AnalgesicsOrOpiodsNotMigraineMedication,322257001,Paracetamol 250mg suppositories
5065,AnalgesicsOrOpiodsNotMigraineMedication,322258006,Paracetamol 60mg suppositories
5065,AnalgesicsOrOpiodsNotMigraineMedication,322277008,Paracetamol 120mg/5ml oral suspension paediatric
5065,AnalgesicsOrOpiodsNotMigraineMedication,322278003,Paracetamol 125mg suppositories
5065,AnalgesicsOrOpiodsNotMigraineMedication,322280009,Paracetamol 500mg capsules
5065,AnalgesicsOrOpiodsNotMigraineMedication,322281008,Paracetamol 120mg/5mL s/f oral solution
5065,AnalgesicsOrOpiodsNotMigraineMedication,322282001,Paracetamol 120mg/5mL s/f oral suspension
5065,AnalgesicsOrOpiodsNotMigraineMedication,322284000,Paracetamol 250mg/5mL s/f oral suspension
5065,AnalgesicsOrOpiodsNotMigraineMedication,322299000,Naproxen sodium 275mg tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,322303005,Nefopam 30mg tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,322304004,Nefopam 20mg/1ml solution for injection ampoules
5065,AnalgesicsOrOpiodsNotMigraineMedication,322307006,Co-codamol 8mg/500mg tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,322310004,Co-codaprin 8mg/400mg dispersible tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,322311000,Co-dydramol 10mg/500mg tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,322312007,Co-proxamol 32.5mg/325mg tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,322321008,Aspirin 500mg / Papaveretum 7.71mg dispersible tablets sugar free
5065,AnalgesicsOrOpiodsNotMigraineMedication,322323006,Co-codamol 30mg/500mg effervescent powder sachets sugar free
5065,AnalgesicsOrOpiodsNotMigraineMedication,322325004,Co-codamol 60mg/1000mg effervescent powder sachets sugar free
5065,AnalgesicsOrOpiodsNotMigraineMedication,322341003,Co-codamol 30mg/500mg tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,322343000,Co-codamol 8mg/500mg effervescent tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,322344006,Co-codamol 8mg/500mg capsules
5065,AnalgesicsOrOpiodsNotMigraineMedication,322365000,Co-codamol 30mg/500mg effervescent tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,322366004,Co-codamol 30mg/500mg capsules
5065,AnalgesicsOrOpiodsNotMigraineMedication,322367008,Co-dydramol 20mg/500mg tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,322368003,Co-dydramol 30mg/500mg tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,322377005,Paracetamol 500mg / Diphenhydramine 25mg tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,322379008,Co-codamol 12.8mg/500mg tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,322428003,Morphine sulfate 15mg suppositories
5065,AnalgesicsOrOpiodsNotMigraineMedication,322432009,Morphine sulfate 10mg suppositories
5065,AnalgesicsOrOpiodsNotMigraineMedication,322433004,Morphine sulfate 20mg suppositories
5065,AnalgesicsOrOpiodsNotMigraineMedication,322440003,Morphine sulfate 2 mg/mL oral solution
5065,AnalgesicsOrOpiodsNotMigraineMedication,322446009,Morphine hydrochloride 15mg suppositories
5065,AnalgesicsOrOpiodsNotMigraineMedication,322447000,Morphine hydrochloride 30mg suppositories
5065,AnalgesicsOrOpiodsNotMigraineMedication,322455007,Morphine sulfate 30mg suppositories
5065,AnalgesicsOrOpiodsNotMigraineMedication,322456008,Opium tincture
5065,AnalgesicsOrOpiodsNotMigraineMedication,322486001,Morphine and Cocaine elixir
5065,AnalgesicsOrOpiodsNotMigraineMedication,322492007,Buprenorphine 400microgram sublingual tablets sugar free
5065,AnalgesicsOrOpiodsNotMigraineMedication,322496005,Buprenorphine 2mg sublingual tablets sugar free
5065,AnalgesicsOrOpiodsNotMigraineMedication,322497001,Buprenorphine 8mg sublingual tablets sugar free
5065,AnalgesicsOrOpiodsNotMigraineMedication,322498006,Buprenorphine 200microgram sublingual tablets sugar free
5065,AnalgesicsOrOpiodsNotMigraineMedication,322499003,Buprenorphine 300micrograms/1ml solution for injection ampoules
5065,AnalgesicsOrOpiodsNotMigraineMedication,322502004,Codeine 15mg tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,322503009,Codeine 30mg tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,322504003,Codeine 60mg tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,322505002,Codeine 25mg/5ml oral solution
5065,AnalgesicsOrOpiodsNotMigraineMedication,322506001,Codeine 60mg/1ml solution for injection ampoules
5065,AnalgesicsOrOpiodsNotMigraineMedication,322522000,Diamorphine 10mg tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,322523005,Diamorphine 5mg powder for solution for injection ampoules
5065,AnalgesicsOrOpiodsNotMigraineMedication,322524004,Diamorphine 10mg powder for solution for injection ampoules
5065,AnalgesicsOrOpiodsNotMigraineMedication,322525003,Diamorphine 30mg powder for solution for injection ampoules
5065,AnalgesicsOrOpiodsNotMigraineMedication,322526002,Diamorphine 100mg powder for solution for injection ampoules
5065,AnalgesicsOrOpiodsNotMigraineMedication,322527006,Diamorphine 500mg powder for solution for injection ampoules
5065,AnalgesicsOrOpiodsNotMigraineMedication,322539003,Dihydrocodeine 30mg tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,322540001,Dihydrocodeine 10mg/5ml oral solution
5065,AnalgesicsOrOpiodsNotMigraineMedication,322541002,Dihydrocodeine 50mg/1ml solution for injection ampoules
5065,AnalgesicsOrOpiodsNotMigraineMedication,322546007,Dihydrocodeine tartrate 60mg m/r tablet
5065,AnalgesicsOrOpiodsNotMigraineMedication,322550000,Dihydrocodeine tartrate 90mg m/r tablet
5065,AnalgesicsOrOpiodsNotMigraineMedication,322551001,Dihydrocodeine tartrate 120mg m/r tablet
5065,AnalgesicsOrOpiodsNotMigraineMedication,322553003,Dihydrocodeine 40mg tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,322556006,Dipipanone 10mg / Cyclizine 30mg tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,322570006,Methadone 1mg/ml oral solution
5065,AnalgesicsOrOpiodsNotMigraineMedication,322571005,Methadone 10mg/ml oral solution sugar free
5065,AnalgesicsOrOpiodsNotMigraineMedication,322575001,Methadone 20mg/ml oral solution sugar free
5065,AnalgesicsOrOpiodsNotMigraineMedication,322579007,Methadone 1mg/ml oral solution sugar free
5065,AnalgesicsOrOpiodsNotMigraineMedication,322588003,Methadone 20mg/2ml solution for injection ampoules
5065,AnalgesicsOrOpiodsNotMigraineMedication,322589006,Methadone 35mg/3.5ml solution for injection ampoules
5065,AnalgesicsOrOpiodsNotMigraineMedication,322590002,Methadone 50mg/5ml solution for injection ampoules
5065,AnalgesicsOrOpiodsNotMigraineMedication,322591003,Methadone 5mg tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,322592005,Methadone 10mg/1ml solution for injection ampoules
5065,AnalgesicsOrOpiodsNotMigraineMedication,322600003,Pentazocine 50mg capsules
5065,AnalgesicsOrOpiodsNotMigraineMedication,322601004,Pentazocine 25mg tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,322602006,Pentazocine 30mg/1ml solution for injection ampoules
5065,AnalgesicsOrOpiodsNotMigraineMedication,322603001,Pentazocine 60mg/2ml solution for injection ampoules
5065,AnalgesicsOrOpiodsNotMigraineMedication,322604007,Pentazocine 50mg suppositories
5065,AnalgesicsOrOpiodsNotMigraineMedication,322612004,Pethidine 50mg tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,322622005,Tramadol 100mg/2ml solution for injection ampoules
5065,AnalgesicsOrOpiodsNotMigraineMedication,322623000,Tramadol 50mg capsules
5065,AnalgesicsOrOpiodsNotMigraineMedication,322626008,Tramadol 100mg modified-release tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,322627004,Tramadol 150mg modified-release tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,322628009,Tramadol 200mg modified-release tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,322633008,Tramadol 50mg soluble tablets sugar free
5065,AnalgesicsOrOpiodsNotMigraineMedication,322636000,Tramadol 50mg modified-release capsules
5065,AnalgesicsOrOpiodsNotMigraineMedication,322637009,Tramadol 100mg modified-release capsules
5065,AnalgesicsOrOpiodsNotMigraineMedication,322638004,Tramadol 150mg modified-release capsules
5065,AnalgesicsOrOpiodsNotMigraineMedication,322639007,Tramadol 200mg modified-release capsules
5065,AnalgesicsOrOpiodsNotMigraineMedication,322645004,Tramadol 50mg effervescent powder sachets sugar free
5065,AnalgesicsOrOpiodsNotMigraineMedication,322646003,Tramadol 100mg effervescent powder sachets sugar free
5065,AnalgesicsOrOpiodsNotMigraineMedication,322662009,Tramadol 75mg modified-release tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,322663004,Tramadol 300mg modified-release tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,322664005,Tramadol 400mg modified-release tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,322665006,Hydromorphone 1.3mg capsules
5065,AnalgesicsOrOpiodsNotMigraineMedication,322667003,Hydromorphone 2.6mg capsules
5065,AnalgesicsOrOpiodsNotMigraineMedication,322669000,Hydromorphone 2mg modified-release capsules
5065,AnalgesicsOrOpiodsNotMigraineMedication,322670004,Hydromorphone 4mg modified-release capsules
5065,AnalgesicsOrOpiodsNotMigraineMedication,322671000,Hydromorphone 8mg modified-release capsules
5065,AnalgesicsOrOpiodsNotMigraineMedication,322672007,Hydromorphone 16mg modified-release capsules
5065,AnalgesicsOrOpiodsNotMigraineMedication,322673002,Hydromorphone 24mg modified-release capsules
5065,AnalgesicsOrOpiodsNotMigraineMedication,322689004,Oxycodone 5mg/5ml oral solution sugar free
5065,AnalgesicsOrOpiodsNotMigraineMedication,322690008,Oxycodone 10mg/ml oral solution sugar free
5065,AnalgesicsOrOpiodsNotMigraineMedication,322691007,Oxycodone 5mg capsules
5065,AnalgesicsOrOpiodsNotMigraineMedication,322692000,Oxycodone 10mg capsules
5065,AnalgesicsOrOpiodsNotMigraineMedication,322693005,Oxycodone 20mg capsules
5065,AnalgesicsOrOpiodsNotMigraineMedication,322694004,Oxycodone 10mg modified-release tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,322695003,Oxycodone 20mg modified-release tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,322696002,Oxycodone 40mg modified-release tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,322697006,Oxycodone 80mg modified-release tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,322708003,Morphine 10mg tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,322709006,Morphine 20mg tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,322710001,Morphine 5mg modified-release tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,322711002,Morphine 10mg modified-release tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,322712009,Morphine 15mg modified-release tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,322713004,Morphine 30mg modified-release tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,322714005,Morphine 60mg modified-release tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,322715006,Morphine 100mg modified-release tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,322716007,Morphine 200mg modified-release tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,322720006,Morphine 10mg modified-release capsules
5065,AnalgesicsOrOpiodsNotMigraineMedication,322721005,Morphine 30mg modified-release capsules
5065,AnalgesicsOrOpiodsNotMigraineMedication,322722003,Morphine 60mg modified-release capsules
5065,AnalgesicsOrOpiodsNotMigraineMedication,322723008,Morphine 100mg modified-release capsules
5065,AnalgesicsOrOpiodsNotMigraineMedication,322728004,Morphine 50mg tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,322730002,Morphine 90mg modified-release capsules
5065,AnalgesicsOrOpiodsNotMigraineMedication,322731003,Morphine 120mg modified-release capsules
5065,AnalgesicsOrOpiodsNotMigraineMedication,322732005,Morphine 150mg modified-release capsules
5065,AnalgesicsOrOpiodsNotMigraineMedication,322733000,Morphine 200mg modified-release capsules
5065,AnalgesicsOrOpiodsNotMigraineMedication,322741000,Morphine 20mg modified-release capsules
5065,AnalgesicsOrOpiodsNotMigraineMedication,322742007,Morphine 50mg modified-release capsules
5065,AnalgesicsOrOpiodsNotMigraineMedication,322761006,Morphine sulfate 20mg/ml oral solution sugar free
5065,AnalgesicsOrOpiodsNotMigraineMedication,322780008,Paracetamol 500mg / Domperidone 10mg tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,322784004,Aspirin 900mg / Metoclopramide 10mg oral powder sachets sugar free
5065,AnalgesicsOrOpiodsNotMigraineMedication,322787006,Paracetamol 500mg / Metoclopramide 5mg tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,322788001,Paracetamol 500mg / Metoclopramide 5mg effervescent powder sachets sugar free
5065,AnalgesicsOrOpiodsNotMigraineMedication,322804009,Paracetamol 325mg / Isometheptene 65mg capsules
5065,AnalgesicsOrOpiodsNotMigraineMedication,323013002,Gabapentin 100mg capsules
5065,AnalgesicsOrOpiodsNotMigraineMedication,323014008,Gabapentin 300mg capsules
5065,AnalgesicsOrOpiodsNotMigraineMedication,323015009,Gabapentin 400mg capsules
5065,AnalgesicsOrOpiodsNotMigraineMedication,323021008,Gabapentin 600mg tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,323022001,Gabapentin 800mg tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,329525004,Aspirin 300mg tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,329526003,Aspirin 300mg dispersible tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,329556007,Diclofenac 75mg/3ml solution for injection ampoules
5065,AnalgesicsOrOpiodsNotMigraineMedication,329559000,Diclofenac sodium 75mg m/r capsule
5065,AnalgesicsOrOpiodsNotMigraineMedication,329562002,Diclofenac 25mg suppositories
5065,AnalgesicsOrOpiodsNotMigraineMedication,329563007,Diclofenac 50mg suppositories
5065,AnalgesicsOrOpiodsNotMigraineMedication,329574003,Diclofenac sodium 75mg gastro-resistant modified-release capsules
5065,AnalgesicsOrOpiodsNotMigraineMedication,329583008,Diclofenac 100mg suppositories
5065,AnalgesicsOrOpiodsNotMigraineMedication,329584002,Diclofenac 12.5mg suppositories
5065,AnalgesicsOrOpiodsNotMigraineMedication,329585001,Diclofenac sodium 100mg modified-release tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,329586000,Diclofenac sodium 25mg gastro-resistant tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,329587009,Diclofenac sodium 50mg gastro-resistant tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,329591004,Diclofenac 50mg dispersible tablets sugar free
5065,AnalgesicsOrOpiodsNotMigraineMedication,329598005,Diclofenac sodium 50mg gastro-resistant / Misoprostol 200microgram tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,329600004,Diclofenac sodium 100mg m/r capsule
5065,AnalgesicsOrOpiodsNotMigraineMedication,329602007,Diclofenac sodium 75mg gastro-resistant / Misoprostol 200microgram tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,329607001,Diclofenac sodium 75mg m/r tablet
5065,AnalgesicsOrOpiodsNotMigraineMedication,329616002,Etodolac 200mg capsules
5065,AnalgesicsOrOpiodsNotMigraineMedication,329620003,Etodolac 300mg capsules
5065,AnalgesicsOrOpiodsNotMigraineMedication,329622006,Etodolac 600mg m/r tablet
5065,AnalgesicsOrOpiodsNotMigraineMedication,329647008,Flurbiprofen 200mg modified-release capsules
5065,AnalgesicsOrOpiodsNotMigraineMedication,329648003,Flurbiprofen 50mg tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,329649006,Flurbiprofen 100mg tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,329650006,Flurbiprofen 100mg suppositories
5065,AnalgesicsOrOpiodsNotMigraineMedication,329652003,Ibuprofen 200mg tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,329653008,Ibuprofen 400mg tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,329654002,Ibuprofen 600mg tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,329662005,Ibuprofen 800mg m/r tablet
5065,AnalgesicsOrOpiodsNotMigraineMedication,329677002,Ibuprofen 600mg effervescent granules sachets
5065,AnalgesicsOrOpiodsNotMigraineMedication,329683004,Ibuprofen 200mg / Codeine 12.8mg tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,329686007,Ibuprofen 100mg/5mL s/f oral suspension
5065,AnalgesicsOrOpiodsNotMigraineMedication,329708004,Ibuprofen 800mg tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,329710002,Ibuprofen 100mg/5ml oral suspension
5065,AnalgesicsOrOpiodsNotMigraineMedication,329711003,Ibuprofen 200mg modified-release capsules
5065,AnalgesicsOrOpiodsNotMigraineMedication,329712005,Ibuprofen 300mg modified-release capsules
5065,AnalgesicsOrOpiodsNotMigraineMedication,329713000,Ibuprofen 300mg modified-release / Codeine 20mg tablets
5065,AnalgesicsOrOpiodsNotMigraineMedication,329714006,Indometacin 25mg capsules
